url,source_workbook,shortlisted_cse,shortlisted_domain,fetch_status,final_landing_url,parking_provider,parking_reason,brand_model_top1,brand_model_confidence,domain_model_top1,domain_model_confidence,model_brand_agrees_with_shortlist,model_domain_agrees_with_shortlist,model_feature_status,model_input_error,model_usable,decision_code,reason_code,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong
https://airtelfoundation.org,02-04-2026.csv,Airtel,airtel.in,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,model_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtelfoundation.org,nan,0,True,lexical_hit,0,False,False
https://kluftech.com,02-04-2026.csv,Kfintech,kfintech.com,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,model_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,kluftech.com,nan,0,True,lexical_hit,0,False,False
https://skinifytech.com,02-04-2026.csv,Kfintech,kfintech.com,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,model_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,skinifytech.com,nan,0,True,lexical_hit,0,False,False
https://ai-sbi.us.com,02-04-2026.csv,State Bank of India (SBI),sbimf.com,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,skipped_not_registered_domain,rdap_not_found,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,ai-sbi.us.com,nan,0,True,lexical_hit,0,False,False
https://bisenia.com,02-04-2026.csv,BSE Ltd.,bseindia.com,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,model_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,bisenia.com,nan,0,True,lexical_hit,0,False,False
https://jvixoh.com,02-04-2026.csv,Jio,jio.com,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,model_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jvixoh.com,nan,0,True,lexical_hit,0,False,False
https://airtelblack.shop,02-04-2026.csv,Airtel,airtel.in,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,skipped_not_registered_domain,rdap_not_found,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtelblack.shop,nan,0,True,lexical_hit,0,False,False
https://jivxow.com,02-04-2026.csv,Jio,jio.com,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,model_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jivxow.com,nan,0,True,lexical_hit,0,False,False
https://sbanim.com,02-04-2026.csv,State Bank of India (SBI),sbi.co.in,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,model_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbanim.com,nan,0,True,lexical_hit,0,False,False
https://jrixos.com,02-04-2026.csv,Jio,jio.com,failed,,nan,nan,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,model_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jrixos.com,nan,0,True,lexical_hit,0,False,False
