url,source_workbook,shortlisted_cse,shortlisted_domain,fetch_status,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,classification,confidence_band,evidence_tier,lexical_score,hash_score,old_fuzzy_hit,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,stage1_passthrough,tvc_brand_detected,tvc_detected_brand,tvc_brand_spoofed,tvc_match_surface,tvc_matched_alias,tvc_spoof_strong,ocr_text_len,registrar,hosting_isp,hosting_country,dns_records,brand_model_top1,brand_model_confidence,domain_model_top1,domain_model_confidence,model_brand_agrees_with_shortlist,model_domain_agrees_with_shortlist,model_feature_status,model_input_error,model_usable,decision_code,reason_code,classification_gate_reason,review_only_reason,survival_path,drop_path,non_lexical_corroboration_count,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deceptive_host_embedding,content_spoof_strong
https://airtelfoundation.org,02-04-2026.csv,Airtel,airtel.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.875,0.0,True,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,"GoDaddy.com, LLC",NA,NA,NA,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtelfoundation.org,nan,0,True,lexical_hit,False,False
https://kluftech.com,02-04-2026.csv,Kfintech,kfintech.com,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.85,0.0,True,True,True,True,False,True,False,False,0,True,False,none,False,none,,False,0,Porkbun LLC,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,kluftech.com,nan,0,True,lexical_hit,False,False
https://skinifytech.com,02-04-2026.csv,Kfintech,kfintech.com,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.8674,0.0,True,True,True,True,False,True,False,False,0,True,False,none,False,none,,False,0,TuringSign Inc. d/b/a Cosmotown,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,skinifytech.com,nan,0,True,lexical_hit,False,False
https://ai-sbi.us.com,02-04-2026.csv,State Bank of India (SBI),sbimf.com,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.5667,0.0,False,True,True,False,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,not_registered_domain_suspected,not_registered_domain_suspected,not_registered_domain_suspected,,not_registered_domain,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,ai-sbi.us.com,nan,0,True,lexical_hit,False,False
https://bisenia.com,02-04-2026.csv,BSE Ltd.,bseindia.com,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.9196,0.0,True,True,True,True,False,True,False,False,0,True,False,none,False,none,,False,0,PDR Ltd. d/b/a PublicDomainRegistry.com,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,bisenia.com,nan,0,True,lexical_hit,False,False
https://jvixoh.com,02-04-2026.csv,Jio,jio.com,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.85,0.0,True,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,"NameCheap, Inc.",NA,NA,NA,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jvixoh.com,nan,0,True,lexical_hit,False,False
https://airtelblack.shop,02-04-2026.csv,Airtel,airtel.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.9091,0.0,True,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,not_registered_domain_suspected,not_registered_domain_suspected,not_registered_domain_suspected,,not_registered_domain,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtelblack.shop,nan,0,True,lexical_hit,False,False
https://jivxow.com,02-04-2026.csv,Jio,jio.com,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.8667,0.0,True,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,DOMAIN ORIENTAL LIMITED,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jivxow.com,nan,0,True,lexical_hit,False,False
https://sbanim.com,02-04-2026.csv,State Bank of India (SBI),sbi.co.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.8667,0.0,True,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,Global Domain Group LLC,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbanim.com,nan,0,True,lexical_hit,False,False
https://jrixos.com,02-04-2026.csv,Jio,jio.com,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.85,0.0,True,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,"NameCheap, Inc.",NA,NA,NA,NA,0.0,Unknown,0.0,False,False,model_unavailable,,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jrixos.com,nan,0,True,lexical_hit,False,False
