run_id,hashed_at_utc,source_workbook,export_workbook,raw_url,normalized_url,final_landing_url,domain,final_domain,hash_mode,fetch_status,visual_status,fetch_error_type,fetch_error_detail,parking_provider,parking_reason,screenshot_path,target_url_sha256,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,best_entity,best_matching_domain,hash_score,confidence_band,score_margin,lexical_score,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,hash_anchor,admission_path,review_reason
run_20260409T090716Z,2026-04-09T09:07:51+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://canaldoabc.online,https://canaldoabc.online,,canaldoabc.online,canaldoabc.online,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://canaldoabc.online/ | Call log: - navigating to ""https://canaldoabc.online/"", waiting until ""domcontentloaded""",,,,e2f826cbe6e1fad442a7e1f8e075bbc6d40fc78a60929c3655e2456c524fc6c4,,,,,,Canara Bank,canararobeco.com,0.0,Low,0.0,0.8683,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:51+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://homestylenagavci.com,https://homestylenagavci.com,,homestylenagavci.com,homestylenagavci.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_INSUFFICIENT_RESOURCES at https://homestylenagavci.com/ | Call log: - navigating to ""https://homestylenagavci.com/"", waiting until ""domcontentloaded""",,,,8f0ff93f19c398dfa6b7f0accb9aeb4973e8c0008456a08c547a57007635d121,,,,,,State Bank of India (SBI),homeloans.sbi,0.0,Low,0.0,0.8528,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:51+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://orbit.beauty,https://orbit.beauty,,orbit.beauty,orbit.beauty,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://orbit.beauty/ | Call log: - navigating to ""https://orbit.beauty/"", waiting until ""domcontentloaded""",,,,9984e721dbb37acd54b97f9c115603d7ba2bde87f642d7d54f70545bf5dc2be3,,,,,,Reserve Bank of India (RBI),rbi.org.in,0.0,Low,0.0,0.8667,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:51+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://homeloanssolution.com,https://homeloanssolution.com,,homeloanssolution.com,homeloanssolution.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://homeloanssolution.com/ | Call log: - navigating to ""https://homeloanssolution.com/"", waiting until ""domcontentloaded""",,,,bffa6fada232e08fb73ce95cbaf9fad4712700a5018fb4db1a52da5ba54368ca,,,,,,State Bank of India (SBI),homeloans.sbi,0.0,Low,0.0,0.9059,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:53+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://bankofaemrica.com,https://bankofaemrica.com,,bankofaemrica.com,bankofaemrica.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_INSUFFICIENT_RESOURCES at https://bankofaemrica.com/ | Call log: - navigating to ""https://bankofaemrica.com/"", waiting until ""domcontentloaded""",,,,e0117445cedb76d64dce3116f020573fe6e28f1e5e5bf95e009f31a53a039063,,,,,,Bank of Baroda,onlinecasa.bankofbaroda.com,0.0,Low,0.0,0.8885,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:53+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://onlinetoolssarvice.fun,https://onlinetoolssarvice.fun,,onlinetoolssarvice.fun,onlinetoolssarvice.fun,exact,failed,not_attempted,connection_reset,"Page.goto: net::ERR_CONNECTION_RESET at https://onlinetoolssarvice.fun/ | Call log: - navigating to ""https://onlinetoolssarvice.fun/"", waiting until ""commit""",,,,8bb1abd8aa2c6842661b050d794adb9c7ae91f66f80650bed3202d7d93932909,,,,,,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,Low,0.0,0.8667,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:55+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://axisairep.com,https://axisairep.com,,axisairep.com,axisairep.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_INSUFFICIENT_RESOURCES at https://axisairep.com/ | Call log: - navigating to ""https://axisairep.com/"", waiting until ""domcontentloaded""",,,,9ccdb0c0164628c2f73dc32e249678c151bf9c4f330d80fe5a911da42820bbe8,,,,,,Axis Bank,axismaxlife.com,0.0,Low,0.0,0.8828,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:56+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://etclij.com,https://etclij.com,https://etclij.com/,etclij.com,etclij.com,exact,fetched,available,,,,,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\etclij.com.png,f9b9ec53371176801a98b8b2f25f7f1d5f2d62831cddbe314c9c2641cf9aeef0,,,,,,Election Commision of India (ECI),eci.gov.in,57.9545,Low,57.9545,0.85,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,weak_direct_evidence|network_corroboration,
run_20260409T090716Z,2026-04-09T09:07:56+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://homebob.net,https://homebob.net,,homebob.net,homebob.net,exact,failed,not_attempted,navigation_transient_browser_error,"BrowserContext.new_page: Target page, context or browser has been closed",,,,527a94fa0ed7510fa80133347e5f847f3e3c950bbce6ad73b72e299004395bd7,,,,,,State Bank of India (SBI),homeloans.sbi,0.0,Low,0.0,0.854,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:56+00:00,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://homeinsta.com,https://homeinsta.com,,homeinsta.com,homeinsta.com,exact,failed,not_attempted,navigation_transient_browser_error,"BrowserContext.new_page: Target page, context or browser has been closed",,,,46dd575255da7c0f306654219cbf204fa69ecc2329c032de81a99c42a1377637,,,,,,State Bank of India (SBI),homeloans.sbi,0.0,Low,0.0,0.8825,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
