url,source_workbooks_json
airtel-merchants.club,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
airtele.xyz,"[""AIGR-S66270_Ground_Truth.xlsx""]"
paarivahan.com,"[""AIGR-S66270_Ground_Truth.xlsx""]"
airtell.ai,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
axisupi.com,"[""AIGR-S66270_Ground_Truth.xlsx""]"
uidaiaadhardownload.com,"[""AIGR-S66270_Ground_Truth.xlsx""]"
sbireward.com,"[""AIGR-S66270_Ground_Truth.xlsx""]"
airtel-zungusha.lol,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
airtelmetaverse.com,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
incometaxgov.info,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
incometaxgov.org,"[""AIGR-S66270_Ground_Truth.xlsx""]"
crsor.info,"[""AIGR-S66270_Ground_Truth.xlsx""]"
canaldoabc.online,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
lmn3.sa.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
cloudschool.top,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
homestylenagavci.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
bujidaji.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
bankofaemrica.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
indivaitl.shop,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
homebob.net,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
https://cloudxyz.shop,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
https://aimsds.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
lgjxwzi.sa.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
https://homeinsta.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
onlinetoolssarvice.fun,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
https://cloudchargingtech.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
https://homeloanssolution.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
llorera.sa.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
https://etclij.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
canalcargo.net,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
indoc.dev,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
orbit.beauty,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
cloudsentinel.cc,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
india4mice.com,"[""PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx""]"
