url,source_workbook,shortlisted_cse,shortlisted_domain,fetch_status,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,classification,confidence_band,evidence_tier,lexical_score,hash_score,old_fuzzy_hit,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,stage1_passthrough,tvc_brand_detected,tvc_detected_brand,tvc_brand_spoofed,tvc_match_surface,tvc_matched_alias,tvc_spoof_strong,ocr_text_len,registrar,hosting_isp,hosting_country,dns_records,brand_model_top1,brand_model_confidence,domain_model_top1,domain_model_confidence,model_brand_agrees_with_shortlist,model_domain_agrees_with_shortlist,model_feature_status,model_input_error,model_usable,decision_code,reason_code,classification_gate_reason,review_only_reason,survival_path,drop_path,non_lexical_corroboration_count,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deceptive_host_embedding,content_spoof_strong
https://airtell.ai,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,Airtel,airtel.in,fetched,https://airtell.ai,,,,Suspected,Low,weak_evidence,0.9714,52.0408,True,True,True,True,False,True,False,False,0,False,True,rbi,False,ocr_header_footer,rbi,False,13,"GoDaddy.com, LLC",AMAZON-02,US,A:15.197.148.33;A:3.33.130.190;NS:ns68.domaincontrol.com.;NS:ns67.domaincontrol.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,,lexical_gate_plus_weak_direct_evidence,,2,True,8,0,0,6,14,False,redirect_brand_match|final_domain_brand_match|js_redirect,False,False,False,1,0,airtell.ai,,114,False,stage1_low_suspicion,False,False
https://uidaiaadhardownload.com,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,fetched,https://uidaiaadhardownload.com/,,,,Phishing,Low,weak_evidence,0.8526,58.134,True,True,True,True,False,False,False,False,1,False,True,uidai,True,ocr_full,aadhaar,True,100,"HOSTINGER operations, UAB",Hostinger International Limited,IN,A:91.108.106.26;A:93.127.173.232;NS:ns1.dns-parking.com.;NS:ns2.dns-parking.com.,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_plus_direct_evidence,strict_lexical_plus_direct_evidence,strict_lexical_plus_direct_evidence,,strict_lexical_plus_direct_evidence,,4,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uidaiaadhardownload.com,,0,True,lexical_hit,False,False
https://airtelmetaverse.com,AIGR-S66270_Ground_Truth.xlsx,Airtel,airtel.in,fetched,https://airtelmetaverse.com,,,,Suspected,Low,weak_evidence,0.88,47.1429,True,True,True,True,False,False,False,False,0,False,True,rbi,False,ocr_header_footer,rbi,False,13,"GoDaddy.com, LLC",AMAZON-02,US,A:13.248.213.45;A:76.223.67.189;NS:ns76.domaincontrol.com.;NS:ns75.domaincontrol.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,,lexical_gate_plus_weak_direct_evidence,,2,True,8,0,0,6,14,False,redirect_brand_match|final_domain_brand_match|js_redirect,False,False,False,1,0,airtelmetaverse.com,,114,False,stage1_low_suspicion,False,False
https://incometaxgov.org,AIGR-S66270_Ground_Truth.xlsx,Income Tax Department,incometaxindia.gov.in,fetched,https://incometaxgov.org/,,,,Suspected,Low,weak_evidence,0.8786,47.0663,True,True,True,True,False,False,False,False,0,False,False,none,False,none,,False,0,PDR Ltd. d/b/a PublicDomainRegistry.com,CLOUDFLARENET,NA,A:172.67.183.147;A:104.21.51.180;NS:alex.ns.cloudflare.com.;NS:edna.ns.cloudflare.com.;MX:100 mx1.titan.email.;MX:100 mx2.titan.email.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,,lexical_gate_plus_weak_direct_evidence,,2,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,incometaxgov.org,,0,True,lexical_hit,False,False
https://crsor.info,AIGR-S66270_Ground_Truth.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,fetched,https://crsor.info/,,,,Suspected,Low,weak_evidence,0.9429,64.2857,True,True,True,True,False,True,False,False,0,False,False,none,False,none,,False,27,"OwnRegistrar, Inc.",NAMECHEAP-NET,US,A:162.213.253.108;NS:dns2.namecheaphosting.com.;NS:dns1.namecheaphosting.com.;MX:20 mx3-hosting.jellyfish.systems.;MX:5 mx1-hosting.jellyfish.systems.;MX:10 mx2-hosting.jellyfish.systems.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,,lexical_gate_plus_weak_direct_evidence,,2,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,crsor.info,,0,True,lexical_hit,False,False
https://airindiaair.com,urls.xlsx,Air India,airindiaexpress.com,fetched,https://airindiaair.com/,,,,Phishing,Low,weak_evidence,0.8836,37.8701,True,True,True,True,False,False,False,False,1,False,True,airindiaexpress,True,ocr_full,air india,True,54,"Sav.com, LLC",Beget LLC,RU,A:87.236.16.28,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_plus_direct_evidence,strict_lexical_plus_direct_evidence,strict_lexical_plus_direct_evidence,,strict_lexical_plus_direct_evidence,,4,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airindiaair.com,,0,True,lexical_hit,False,False
https://airtel-merchants.club,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,Airtel,airtel.in,failed,,,,,Suspected,Low,weak_evidence,0.875,0.0,True,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtel-merchants.club,,0,True,lexical_hit,False,False
https://airtele.xyz,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,Airtel,airtel.in,failed,,,,,Suspected,Low,weak_evidence,0.9714,0.0,True,True,True,True,False,True,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtele.xyz,,0,True,lexical_hit,False,False
https://paarivahan.com,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,parivahan sewa,parivahan.gov.in,failed,,,,,Suspected,Low,weak_evidence,0.9474,0.0,True,True,True,True,False,True,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,paarivahan.com,,0,True,lexical_hit,False,False
https://axisupi.com,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,Axis Bank,axismf.com,failed,,,,,Suspected,Low,weak_evidence,0.8476,0.0,True,False,True,False,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,axisupi.com,,0,True,lexical_hit,False,False
