Application_ID,Source of detection,Identified Phishing/Suspected Domain Name,Corresponding CSE Domain Name,Critical Sector Entity Name,Phishing/Suspected Domains (i.e. Class Label),Domain Registration Date,Registrar Name,Registrant Name or Registrant Organisation,Registrant Country,Name Servers,Hosting IP,Hosting ISP,Hosting Country,DNS Records (if any),Evidence file name,Date of detection (DD-MM-YYYY),Time of detection (HH-MM-SS),Date of Post (If detection is from Source: social media),Remarks
ISS_NLP,Banking/Financial,https://onlinetraffic.my,onlinesbi.sbi,State Bank of India (SBI),Suspected,2025-12-26 09:53:41.445000+00:00,Shinjiru Technology Sdn Bhd,REDACTED FOR PRIVACY,MY,ns01.cashparking.com;ns02.cashparking.com,3.33.243.145,AMAZON-02,US,A:3.33.243.145;A:15.197.204.56;NS:ns01.cashparking.com.;NS:ns02.cashparking.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_onlinetraffic.my_1.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Banking/Financial,http://silime.net,sbilife.co.in,State Bank of India (SBI),Legitimate,2026-01-12T04:23:05Z,"eName Technology Co., Ltd.",NA,NA,NS1.ENAME.NET;NS2.ENAME.NET,43.133.77.136,"Tencent Building, Kejizhongyi Avenue",KR,A:43.133.77.136;NS:ns1.ename.net.;NS:ns2.ename.net.,PS-02_ISS_NLP_Evidences\SBI_silime.net_2.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Government,https://csrorgi.online,dc.crsorgi.gov.in,"Civil Registration System (CRS), MHA",Suspected,2026-01-13T08:25:52.0Z,Namecheap,NA,NA,ns21.ssdhostingserver.com;ns22.ssdhostingserver.com,103.49.70.73,Scalewithus India,IN,A:103.49.70.73;NS:ns1.cprapid.com.;NS:ns2.cprapid.com.;MX:0 csrorgi.online.,PS-02_ISS_NLP_Evidences\CRS_csrorgi.online_3.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://onlinebestgames.xyz,onlinesbi.sbi,State Bank of India (SBI),Legitimate,2026-01-13T11:43:45.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns3005.verify.hn,76.223.54.146,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns5.afternic.com.;NS:ns6.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_onlinebestgames.xyz_4.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://onlineless.com,onlinesbi.sbi,State Bank of India (SBI),Legitimate,2026-01-13T20:30:06Z,"GoDaddy.com, LLC",NA,NA,NS3.AFTERNIC.COM;NS4.AFTERNIC.COM,76.223.54.146,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns4.afternic.com.;NS:ns3.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_onlineless.com_5.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Banking/Financial,http://online-picture.com,onlinesbi.sbi,State Bank of India (SBI),Suspected,2026-01-13T11:59:12Z,Dynadot Inc,NA,NA,RODNEY.NS.CLOUDFLARE.COM;SUE.NS.CLOUDFLARE.COM,31.57.219.154,VIRTUO,FR,A:31.57.219.154;NS:rodney.ns.cloudflare.com.;NS:sue.ns.cloudflare.com.,PS-02_ISS_NLP_Evidences\SBI_online-picture.com_6.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Telecom,https://airslate-hf.xyz,airtel.in,Airtel,Legitimate,2026-01-13T10:47:23.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns1919.verify.hn,76.223.54.146,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns6.afternic.com.;NS:ns5.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\Airtel_airslate-hf.xyz_7.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://onlime.shop,onlinesbi.sbi,State Bank of India (SBI),Legitimate,NA,NA,NA,NA,NA,13.248.169.48,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns2.afternic.com.;NS:ns1.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_onlime.shop_8.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://biea.xyz,sbiepay.sbi,State Bank of India (SBI),Legitimate,2026-01-13T07:06:36.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns101.verify.hn,13.248.169.48,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns5.afternic.com.;NS:ns6.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_biea.xyz_9.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://onlite.xyz,onlinesbi.sbi,State Bank of India (SBI),Legitimate,2026-01-13T11:44:29.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns3019.verify.hn,76.223.54.146,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns5.afternic.com.;NS:ns6.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_onlite.xyz_10.pdf,25-02-2026,14:19:56,NA,NA values are due to privacy issues.
