Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors
State Bank of India (SBI),onlinesbi.sbi,3.33.243.145,24,1,False,4,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.625,3.625,1,1,167,"GoDaddy.com, Inc.",https://onlinetraffic.my,,0.0,"[[29, 42, 51], [29, 42, 51], [29, 42, 51]]",-1.0,8000000000000000,-1,True,"data:,",-1,,[]
State Bank of India (SBI),sbiepay.sbi,,15,1,False,4,0,2,0,0,0,0,0,0,0,7,0,False,0,0,0.0,0,False,False,0,False,False,False,2.807354922057604,2.807354922057604,0,0,-1,,biep.fr,FulkdDcr Jlc Daplu,99.4797243923611,"[[254, 254, 254], [30, 30, 30], [111, 111, 111]]",-1.0,83030707070f3fff,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,92.51.180.40,34,1,False,5,1,2,0,0,0,0,0,0,0,26,1,False,0,0,0.0,0,False,False,0,False,False,False,3.561607392201214,3.561607392201214,0,0,-1,,online-handelsregister.net,Fulkd DopcJlc -hunab'codelna,190.93491319444445,"[[254, 254, 254], [64, 64, 64], [155, 155, 155]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,141.94.102.188,27,1,False,4,0,2,0,0,0,0,0,0,0,19,0,False,0,0,0.0,0,False,False,0,False,False,False,2.9708400131019848,2.9708400131019848,1,1,56,Let's Encrypt,onlinegospel.online,Fulkdbcr Jla onlinaoxcelenure,157.9115060763889,"[[254, 254, 254], [139, 139, 139], [26, 26, 26]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
HDFC Bank,hdfcbank.com,,24,1,False,4,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.625,3.625,0,0,-1,,hdfcbankltd.info,Fulkdbcr Jlc natbnkmuinb,147.09125651041666,"[[254, 254, 254], [41, 41, 41], [123, 123, 123]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,104.21.29.59,29,1,False,4,0,2,0,0,0,0,0,0,0,21,0,False,0,0,0.0,0,False,False,0,False,False,False,3.535174565635903,3.535174565635903,1,1,56,Google Trust Services,onlinebistraining.com,Fulkdbapculu cnlinabatn,169.42041449652777,"[[254, 254, 254], [35, 35, 35], [154, 154, 154]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,92.51.180.40,33,1,False,4,0,2,0,0,0,0,0,0,0,25,0,False,0,0,0.0,0,False,False,0,False,False,False,3.5434651896016467,3.5434651896016467,0,0,-1,,onlinehandelsregister.org,Fulkdbcr Jlo onlinatunXElcjuelcn,189.54626736111112,"[[254, 254, 254], [63, 63, 63], [157, 157, 157]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,76.223.54.146,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.277613436819116,3.277613436819116,1,1,163,"GoDaddy.com, Inc.",https://onlime.shop,"GoDaddy Excellent 4.6 cutof 5 K Trustpilot The domain name 3 1 Onlime.shop is for salel 1 secure fransacticns 2a54 transiems Hassle free payments Thc simplc_ and safc way domain namc No matier what kind domain Vouwvant buy = Mae make the transfer simple und *tc Here"" how Motks GoDaddy coprlaht 2020 GoDacJy Cperat ng Company LLC Riints Resenco Co nolsha pettonacomalor RicteSAlE4o; 3 buY",764.0731404403523,"[[254, 254, 254], [1, 17, 44], [81, 140, 144]]",-1.0,d5602aaa9d958faa,-1,False,,-1,,[]
State Bank of India (SBI),sbi.co.in,156.226.38.84,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.121928094887362,3.121928094887362,0,0,-1,,snbing.com,Fulkd DCr Jlo Inurcon,122.17784288194444,"[[254, 254, 254], [36, 36, 36], [121, 121, 121]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
Punjab National Bank (PNB),netpnb.com,64.29.17.65,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.2516291673878226,3.2516291673878226,1,1,78,Let's Encrypt,netkupon.com,Fulkd DopcJlc,130.60877604166666,"[[254, 254, 254], [119, 119, 119], [37, 37, 37]]",-1.0,87070707070f1f7f,-1,True,https://www.netkupon.com/netkupon_favicon.png,"(32, 32)",99f1941863c75a2f,"[[214, 168, 51], [238, 240, 236], [75, 91, 73]]"
