Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors
State Bank of India (SBI),onlinesbi.sbi,3.33.251.168,25,1,False,4,0,2,0,0,0,0,0,0,0,17,0,False,0,0,0.0,0,False,False,0,False,False,False,3.6168746059562227,3.6168746059562227,1,1,167,"GoDaddy.com, Inc.",onlinemediator.us,Fulkd DopcJlc,152.43858506944446,"[[254, 254, 254], [30, 30, 30], [157, 157, 157]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
State Bank of India (SBI),sbilife.co.in,43.133.77.136,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,2.9219280948873623,2.9219280948873623,0,0,-1,,silime.net,Fulkd DCr Jlc ulina,116.37205946180555,"[[254, 254, 254], [53, 53, 53], [125, 125, 125]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
State Bank of India (SBI),sbiepay.sbi,76.223.54.146,16,1,False,4,0,2,0,0,0,0,0,0,0,8,0,False,0,0,0.0,0,False,False,0,False,False,False,3.0,3.0,1,1,166,"GoDaddy.com, Inc.",https://biea.xyz,GoDaddy Excellent 4. 6 cutof 5 K Trustpilot The domain name 3 biea.xyz is for salel Safe secure transucucns Fast CJsy transicrs Hassle free Duxments GoDaddy coprnaht 2020 GoDacJy Cperat ng Compjri: LLC Rints Resenco Co nolshar Fettona -omalon Pareealno,13058.076792597727,"[[254, 254, 254], [1, 17, 44], [149, 151, 149]]",-1.0,ca4c1d1d83e3e2b3,-1,False,,-1,,[]
State Bank of India (SBI),sbiepay.sbi,,15,1,False,4,0,2,0,0,0,0,0,0,0,7,0,False,0,0,0.0,0,False,False,0,False,False,False,2.807354922057604,2.807354922057604,0,0,-1,,biep.fr,FulkdDcr Jlc Daplu,99.4797243923611,"[[254, 254, 254], [30, 30, 30], [111, 111, 111]]",-1.0,83030707070f3fff,-1,False,,-1,,[]
HDFC Bank,hdfcbank.com,,24,1,False,4,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.625,3.625,0,0,-1,,hdfcbankltd.info,Fulkdbcr Jlc natbnkmuinb,147.09125651041666,"[[254, 254, 254], [41, 41, 41], [123, 123, 123]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,104.17.120.6,26,1,False,4,0,2,0,0,0,0,0,0,0,18,0,False,0,0,0.0,0,False,False,0,False,False,False,3.3921472236645345,3.3921472236645345,1,1,57,Google Trust Services,https://onlinebigpromo.com,"solecouturesale LOC IN Seaicn Women s Plus Size Dress Underv €8r Contact Us Clearance sale,Discounts up 79% New arrival Ashly Lace Demi Petite ush-UP; Dem Betty Lacc Small Cup Small Sizes Cup Small Sizes Sizes Elsie Lace BraContoured Push-Up Petite Demi- Cup Small Rs 2,593,73 Ds Z7O577 MTO CART BUY ITNOW Bras Lace Bra Marissa Lace Comfort Teresa Lace Bra, Petite Elsie Lace Contoured, Push-Up Small Sizes ~and style ~Demi-Cup; Small Sizes ~Petite, Demi-Cup; Small Sizes Elodie Lace Bra, Push-uD Vanessa Wire-Free Bra Petites Licht Vivienne Lace Bra, Petite; Push-UP Tavlor Wire-free Bra Petite Liahth Small Slzes Push-Up Wide Band Bralette Small Sizes Lined, wide Band, Bralette 1164192 (savers109257 (Saveps 1,05348 ~Vew More Women's Plus Size Dress Black Cardigan and Ity Dress Floral Size YDress Purc Women'$ Plus Size Party Dress aislev Print Dress Off Shoulder Short Sleeve Winter F, Color Spaghetti Straps Sleeveless Block V Neck 3/4 Lenath Sleeve 55,435,69 Rs 5 435.69 utterfly Print 3 Sleeve Blue Dress Short Sleeve INeck Rainbow Lace Stitch White :Patchwork Ruffle Hem Butto Rs 5,435.,69 Stripe Dress Shoulder Dress Detail Dress ~Vew More Underwear Petite Lingerie; Vivienne Panty Petite Lingerie; Lucla Thong Marissa Bikini Petite Underwvear; Milana Thong Savers 77640 Lraneeseeean (SaveRs 77640 (Savers 77640 ~View More SHOP ALL Free shipping Customer senvice Pavment Securin Returns and Exchanges Over S50 exchange Subscribe today to hear first about our Company Info Service Center Quick Links About Us Shippina pollc; Contact Us Return policy Lcgin Customer Reviewvs Order ights Reserved Sizes Push-UP; Push-UP,",381.601409913436,"[[246, 244, 243], [52, 39, 39], [198, 144, 113]]",-1.0,ec6c6c6c6d078593,-1,True,https://onlinebigpromo.com/favicon.ico,-1,,[]
Airtel,airtel.in,52.20.84.62,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.095795255000934,3.095795255000934,1,1,68,Let's Encrypt,http://arratel.com,"WWW.atom.com Performing security verification This website uses securty service protect against malicious bots This page displayed while the website verifies You are ""Oeclia7erd ead Ferecmjrseend Secuunt- Elctane HHEL",771.7043958333334,"[[254, 254, 254], [158, 153, 164], [74, 67, 68]]",-1.0,be3c32c0c2c3e3cb,-1,True,http://arratel.com/favicon.ico,-1,,[]
State Bank of India (SBI),sbi.co.in,156.226.38.84,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.121928094887362,3.121928094887362,0,0,-1,,https://snbing.com,Fulkd DCr Jlo Inurcon,122.17784288194444,"[[254, 254, 254], [36, 36, 36], [121, 121, 121]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
Punjab National Bank (PNB),netpnb.com,64.29.17.1,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.2516291673878226,3.2516291673878226,1,1,80,Let's Encrypt,https://netkupon.com,"GNetKupon Mrdrad HB KATEGORILER Ao Magaza veya kupon afa abri Ozel Blyuk Kis Indinmi basladi! Online'a ozel kampanyada 5.000 Izer 1 750Ti 10.000 TL Uzen 2.500 Indinim firsatini kacirma Sabri Ozel Meee indirim Kodu & Kuponu Veren Popiler Markalar Tum Maqazalar enon Yatan Cicek Sepeti Trendyol Trendyol Yemek Yemeksepeti Media Markt Vatan Bilgisayar kupcn kup on kupon 0 kupon kupon kupon LAE TEMU berada Temu Hepsiburada Getir Yemek Sabri Ozel Amazon AliExpress 0 kupan Okupon 0 kdom Ikupor Okupon 0 kdom Kategorilere Gore Kesfet Nigilandiqin katenorye girerek nencelkuponlam Kampanvalar tck ekranda kesiel Antkh F-enno= FonCI Floktcnk Eveont Chm Hivan Ll Urunu Scocte Ekle Kupon Kodu Alanira Bul Kuponu Give Uqule Indtiml Ansvcris Yept Cien Vaen F4Fonn One Cikan Kuponlar Cana Ozcl 'Kuponlar En popgler cok ragbet goren firsailar burada Tasarrufunuz icin Ozel olarak secilail M Midros Markcl JnnfaimT Aared Cied 1008 083 M Migros M__ Hosti . Guzel Net _ 0 *uljnu kullan T Hosting com tr sclinAkin Hent Com Migros Markct JOOTL Kupon Guzcl Hosting %10 Indirim Efsane Com Domain Indirimil Guzel Nct Hos . Kodu Kazan! Firsati Kacirma Kupon Kodu | Nctkupon Ozcl IL Indumn GceHotino Hosting com Ir COM domain indirama Yandex = uygulamasim indir, IOOTL Kampanyasiyla yeni musieriler icin Nclkupon coma o244 olusturular migros hediye ceki Kazanl COM aomain kayit Iiyati sadece - Kunon kodm In dirim Kodi Guzel Jalnccimlnnee Hosting'in Linux Hosting ve Kodu AI Kampanyayi Gor KeduAl Turktic;, Kamn alInakut Tbomxn Migros Malkel Kuponlari qunkalde Hosllna conIr Kuponlam 15 oun kaldi GJzei Net Hosbrg Kuponlari _ Sureslz GuzelN_ Kampjnmlinduin Dned Guze Populer Markalar kullanim Guzcl Nct Hosling 2 Kupor Eetcinegane Hemen Uye Olun, Ekstra %25 1Domain Fiyatina Domain! Limitsiz paketler ilk ay 0.99TL! Indirimi Kacirmayin! com 1,995! Guzel Hosting Turklicarel Nel 2 Kupon Turkticaret yenl uyelere Ozel tum TurkTicaret Hosiing'den yenl Uyelere TR Lokasyon Teksite-Llmlts z ve ETff Gam Jin dirinlen_ %25 cksira indiriml Ibiyik doain fIrsatil 1 domain in ikciz Oikerimicil fivatna Gomain kamDanvastla Sacece 0.99TLI Alastyr E-Wicare: Gene Kodu AI Kampanyayi Gor Kodu Al Trendyol Cecicegne Tirkl ZalelNel Kunonlar 320 #4m Tericrenal Kutana 45 Ag GuuNe Haslin # 307 Ann Kioshan Atasun Opuk e-iedre Gane Fcncrivm En Son Eklenen Kuponlar N-cnro: Gcnt Iyeni firsatlar burada sizi bakliyorl Guncellenen promosyonlari kacirmamak icin hemen goz atn Populct Kuponlar Kec Itiia 083 # M Migros M Hosti . Guzel Net _ IoNitt Aeernt Sabni Ozel Z5o0l Indum Ore125 Migros Markct 1OOTL Kupon Guzcl Hosting %10 Indirim Efsane Com Domain indirimil Tod Tu Kodu Kazan! Firsati Kacirma Kupon Kodu | Nctkupon Ozcl AFoe Ted T4 Hosting com.If COM domain indirma Yandex uygulamaSina indlir; IOOTL kamranvasivla veni miisteriler icin Nelkupon_Com a o24 alusturulan miaros hedee cekicazani COM aomain kayit Ilyati sadece. Kunon kodm indirim kodu Guzel Alasvr 5 Induin Hosting'in Linux Hosting Lay ""5 Inorim Kodu AI Kampanyayi Gor Kodu AI Feneniun JaacAkn Fecerhanct Cab _ Mlcro YantelKuponlure qunkald Hoslna coMIr Kuponkan 15 ounkuldi Hosbr ) Kusonlari _ Sulesl Turklic;, Mnttat nt oman T Medesi anletee Guze . Guzcl Nct Hos __. ICL Induin Llenin Hemen Uye Olun, Ekstra %25 1Domain Fiyatina Domain! Limitsiz paketler 0.99TL! indirimi Kacirmayin! com 995 ! Guzel Hosting Turkticaret yeni uyelere Ozel tum TurkIicaret Hosiina'den veni Uvelere TR Lokasyon Teksite-Llmlts z VC Fin dirunlcno- %25 cksira indiriml ozcl biyik dcmain firsati! 1 domain Limilsiz pakclcrimiz ilk Jy icin fivatna Gomain kamDanvastla sadece 0.99TLI Kodu Kamdantavi Gor Kodu Al Turktearet Nel Klbonlar 320 #4n Tekiica e; Net Kuborij [ 45 qun Guzel Net Hostr , 302 Qun Kuporsm Einn ea Alastyr Atasu: Feneri . Alastyr %5 indirim Kodu Atacu Optlk Scvgililer Gunu Fencrbahce Cubuklu Forma Hosting Gunici Kuponu indirimi %30a Varan Scvgililer Gunu %25 indlrim. 4iJstr 0e ho sting sunucm himetlennde 45 Indifim IC00 Uzari gunes Gozlugu Fcncrbancc cubuklu {oralarnd; gecefi ausvenslefing@ Vrune 20 Incirim SEvqliler Gunune ozei / 25 Incirim Kupon <oou web proielennizi Uzcri Uiriinlcre % 30 indurim Hin sati barldil Resmi lisansl Kampanyoyi Gor Kodt Kompanyayi Gor Fencrlum Kupcnban Quountonn Nuat Klocnbn _= 4Z0 qunkalde asun Opil Kupenlan 2 Gun Kaldi Crvc Ralrdava lmD Imiuran Tod Sabri. Tod TV 1 Ayillk Taraftar Paketi - Sabri Ozel 1250TL 2500 TL Ucretsiz indirim Tcd Tl Alik Taralar Pakeli Sabfi Ozel Buyuz Kis Indlrmi EEdavd kampanyasivla Siper Lin basladil 5,.000 TL Uzeri 1,250 TL, hevecanin ucrelsiz Yasyin.Ginc - 10.000 ` uzef 500 Indinm . Ce Kamdanan TorTdnan 415 #nkalu Oalceala = 44 nun kuldi NetKupon ile En Guncel Indirim Kodlari ve Alisveris Rehberi En guncel indirim kcdlart; kuponlar alsveris ipuclanyla bicenizi cana verimli yonetin Guncclindirim Kodlan Onling ALsvcristc Hizl vc Kolay Erisim KcrGicYcni Firsatlar Tasamnu kminicldosi svesind2 Surekli quncellenen indifim kodiative Indugum kodlan kuponlan kullanafak afadiciniz Mdirum kodlanna kolayca ulasin kuponlar: Ozel kampanyala sinik sirel alesverisleriniz daha hasaph hald Gelismi Aam? filtreleme Dzellilleriile Jusallar icin duzenli ziyaret AdIn Binlerce magazadan Oneencinin hizDuln Husjiluni Racumayn Her Kategonde Indirim Firsatlan Alcsvens Ncdi Aelutoni dckorasyenu; $ Cuahal daha bitcol Favori maguzalanruzi takip cJerck Ycti kam panyalardan anincu kategcride incilim kocl allln Krendyci Waikiki; Amazon; Uranencac_har Neikupon harzamar 'quncelindirimlar sizi Ciceksepeli populer markalafin ozel Ius a,anini Kacifmayin_ pekli 'Or Hizli Linkler Yasal Turkiye nin kapsamikucom indirim platlctmi Aiclerce Yuklenlyor; Gzhik Polirikas macazadan guncel Iurzallaf Kullanim Kosullari HALL eda iletesim 2024 Netkupon. Tim haklari sakliair 74730 2y golr Yao D",2906.668760556535,"[[136, 108, 105], [248, 248, 250], [150, 22, 248]]",-1.0,ad64d83c6f392435,-1,True,https://www.netkupon.com/netkupon_favicon.png,"(32, 32)",99f1941863c75a2f,"[[214, 168, 51], [238, 240, 236], [75, 91, 73]]"
State Bank of India (SBI),onlinesbi.sbi,,25,1,False,4,0,2,0,0,0,0,0,0,0,17,0,False,0,0,0.0,0,False,False,0,False,False,False,3.2639334294856344,3.2639334294856344,0,0,-1,,ponlinesitet.shop,Fulkdbcr Jlc pnlinausbrep,149.67015842013888,"[[254, 254, 254], [120, 120, 120], [42, 42, 42]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
