run_id,record_key,source_workbook,raw_url,normalized_url,current_stage,stage_status,stage_error_type,stage_error_message,retry_count,timeout_hit,skipped_due_to_previous_failure,fallback_taken,worker_id,stage_started_at,stage_finished_at,duration_ms,stage0_status,stage1_status,dns_stage_status,hash_stage_status,classify_stage_status,final_pipeline_status,final_decision,failure_reason,processing_time_ms,submission_record_json,last_updated_at
stage0_bias_check,4b57320f3def665cb94ed927b4daceafff8538d2,stage0_bias_check_input.csv,4csonline-zzxq.digital,https://4csonline-zzxq.digital,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:37:48+00:00
stage0_bias_check,43d8eaacb4e6036a8f6b735c5da86f3ed7df4d60,stage0_bias_check_input.csv,5208is-zzxq.com,https://5208is-zzxq.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:37:48+00:00
stage0_bias_check,5ac66af9166a6265dec08170013ad16af3b39d1b,stage0_bias_check_input.csv,https://airtel-secure-pay-zzxq.com,https://airtel-secure-pay-zzxq.com,hash,admitted,dns_gate_no_answer,no A/AAAA answers for airtel-secure-pay-zzxq.com,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,admitted,pending,holdout_ready,,dns_not_mapped_to_ip,0,,2026-04-25T05:38:22+00:00
stage0_bias_check,a6807841414d7e7f76c73724404815498d091700,stage0_bias_check_input.csv,art-axis-zzxq.com,https://art-axis-zzxq.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:37:48+00:00
stage0_bias_check,908eef048307c435a1a2f250d4839276748605c9,stage0_bias_check_input.csv,axis-network-zzxq.com,https://axis-network-zzxq.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:37:48+00:00
stage0_bias_check,98373981c4d9cd4e513401ec6e2fb8997c80f779,stage0_bias_check_input.csv,https://axisupi-login-zzxq.com,https://axisupi-login-zzxq.com,hash,admitted,dns_gate_no_answer,no A/AAAA answers for axisupi-login-zzxq.com,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,admitted,pending,holdout_ready,,dns_not_mapped_to_ip,0,,2026-04-25T05:38:22+00:00
stage0_bias_check,d09b7c926f1d8e4b621e3ef700ff25b2218b001a,stage0_bias_check_input.csv,https://crsorgi-login-zzxq.com,https://crsorgi-login-zzxq.com,hash,admitted,dns_gate_no_answer,no A/AAAA answers for crsorgi-login-zzxq.com,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,admitted,pending,holdout_ready,,dns_not_mapped_to_ip,0,,2026-04-25T05:38:22+00:00
stage0_bias_check,4039ed39d4f854b02aef725fbe28d32711d4599d,stage0_bias_check_input.csv,home-loans-zzxq.com,https://home-loans-zzxq.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:37:48+00:00
stage0_bias_check,f8d9259ade76680747ee803249499b4839cc2eab,stage0_bias_check_input.csv,https://icici-bank-secure-zzxq.com,https://icici-bank-secure-zzxq.com,hash,admitted,dns_gate_no_answer,no A/AAAA answers for icici-bank-secure-zzxq.com,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,admitted,pending,holdout_ready,,dns_not_mapped_to_ip,0,,2026-04-25T05:38:22+00:00
stage0_bias_check,c151443a2087829b10e0f8ae611680f074066638,stage0_bias_check_input.csv,nickps-zzxq.net,https://nickps-zzxq.net,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:37:48+00:00
stage0_bias_check,13ecc801ddd6cfbbf3a63afc37d81e009e16167d,stage0_bias_check_input.csv,https://sbirewardlogin-zzxq.com,https://sbirewardlogin-zzxq.com,hash,admitted,dns_gate_no_answer,no A/AAAA answers for sbirewardlogin-zzxq.com,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,admitted,pending,holdout_ready,,dns_not_mapped_to_ip,0,,2026-04-25T05:38:22+00:00
stage0_bias_check,d627391715df8f3cd3cd65e1b231bb4ddf542b25,stage0_bias_check_input.csv,https://uidai-service-gov-zzxq.com,https://uidai-service-gov-zzxq.com,hash,admitted,dns_gate_no_answer,no A/AAAA answers for uidai-service-gov-zzxq.com,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,admitted,pending,holdout_ready,,dns_not_mapped_to_ip,0,,2026-04-25T05:38:22+00:00
