run_id,record_key,source_workbook,raw_url,normalized_url,current_stage,stage_status,stage_error_type,stage_error_message,retry_count,timeout_hit,skipped_due_to_previous_failure,fallback_taken,worker_id,stage_started_at,stage_finished_at,duration_ms,stage0_status,stage1_status,dns_stage_status,hash_stage_status,classify_stage_status,final_pipeline_status,final_decision,failure_reason,processing_time_ms,submission_record_json,last_updated_at
run_20260406T182753Z,ef1d2841f40b5f255d9c1bb9cd82c65127549f8e,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,buildaion.site,https://buildaion.site,dns,resolved,,,0,0,0,,dns-6,,,0,pending,pending,resolved,pending,pending,dns_accepted,,,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,87a322993b3ffd5cab41d3c09a6e91a6271e52b6,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,55ac.link,https://55ac.link,dns,resolved,,,0,0,0,,dns-10,,,0,pending,pending,resolved,pending,pending,dns_accepted,,,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,db67fd7692ccbadde5f50886cd91b4bff2067b0b,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,homelabserver.management,https://homelabserver.management,dns,no_records,,,0,0,0,,dns-27,,,0,pending,pending,no_records,pending,pending,dns_rejected,,no_records,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,81045c35b08efbd4d3376aee7e080be524c9f4de,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,home-heloc-loan-apply.click,https://home-heloc-loan-apply.click,dns,dns_error,,,0,0,0,,dns-45,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,963acd4612f669c7668c79fba712571ca1580698,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,aionline.run,https://aionline.run,dns,resolved,,,0,0,0,,dns-18,,,0,pending,pending,resolved,pending,pending,dns_accepted,,,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,78f219427d164ab2871bef304e733833d58e7584,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudtransact.xyz,https://cloudtransact.xyz,dns,dns_error,,,0,0,0,,dns-47,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,48db8f07bf84d99d7310256e36ad1f23fb2c90f9,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,onlinehypnosistherapy.com,https://onlinehypnosistherapy.com,dns,dns_error,,,0,0,0,,dns-39,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,9da53e56e163d27b7291fec42f6efb049b7e5754,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudpanther.xyz,https://cloudpanther.xyz,dns,dns_error,,,0,0,0,,dns-49,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,16cc267bb5a4c58f1a35d84216be807e055e5514,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,sixirss.xyz,https://sixirss.xyz,dns,no_records,,,0,0,0,,dns-2,,,0,pending,pending,no_records,pending,pending,dns_rejected,,no_records,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,9354e665692dbcd54f584406920740c043feaa64,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,onlineaiturbo.xyz,https://onlineaiturbo.xyz,dns,dns_error,,,0,0,0,,dns-54,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,48d39fa4321f914db8851cdd301ea6bb21c99877,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudterminal.xyz,https://cloudterminal.xyz,dns,dns_error,,,0,0,0,,dns-52,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,e04f5e7e635f19f07faf943606e4ddf241912c81,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,airtel-merchants.club,https://airtel-merchants.club,dns,no_records,,,0,0,0,,dns-11,,,0,pending,pending,no_records,pending,pending,dns_rejected,,no_records,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,d0e4a48ef61a3dc12319d580f0885b62995b2e56,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudassured.xyz,https://cloudassured.xyz,dns,dns_error,,,0,0,0,,dns-56,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,8c1b452b56566ffd3b807a3a1644678c84188ae5,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudygoggle.cloud,https://cloudygoggle.cloud,dns,no_records,,,0,0,0,,dns-55,,,0,pending,pending,no_records,pending,pending,dns_rejected,,no_records,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,6b5c1af1d08a7cea62a0daf218178738af943a08,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudprogramming.xyz,https://cloudprogramming.xyz,dns,dns_error,,,0,0,0,,dns-64,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,903b110aa18fb5f34d1879a080cc72de8ee474ac,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudfame.xyz,https://cloudfame.xyz,dns,dns_error,,,0,0,0,,dns-76,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,6c4fb2a5ab80f8e42bc7771624a6b523f8cf7391,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,lloud.blog,https://lloud.blog,dns,resolved,,,0,0,0,,dns-44,,,0,pending,pending,resolved,pending,pending,dns_accepted,,,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,c3e4e624b99f10aff7c9c30f27d826d5ae391131,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,nchian.cyou,https://nchian.cyou,dns,dns_error,,,0,0,0,,dns-82,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,22a4a7832af138e5cc70aa3134050ec9f32ad281,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudevolved.xyz,https://cloudevolved.xyz,dns,dns_error,,,0,0,0,,dns-86,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,34c0aac5ddbafe99dd19d2f0582df0d9c06c9f2b,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,authwiki.xyz,https://authwiki.xyz,dns,dns_error,,,0,0,0,,dns-88,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,3466b47f677d8c46e95b0cf9fd7ee884ea2d5ec0,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudhisting.xyz,https://cloudhisting.xyz,dns,dns_error,,,0,0,0,,dns-89,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,2bb8e728d83f38ed2a7a077538e223eb06c84a34,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,aihotel.us,https://aihotel.us,dns,resolved,,,0,0,0,,dns-78,,,0,pending,pending,resolved,pending,pending,dns_accepted,,,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,4eeef0287b9ce8a3c2ff247977983c3b1363107a,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloud9thc.com,https://cloud9thc.com,dns,dns_error,,,0,0,0,,dns-4,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,151c5224269414ddd127ebe71531b1804eda22d0,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,indufroid.site,https://indufroid.site,dns,resolved,,,0,0,0,,dns-79,,,0,pending,pending,resolved,pending,pending,dns_accepted,,,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,8a72b37366cd5c714356e587ad4c23f33cf13e05,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,aimaas.solutions,https://aimaas.solutions,dns,resolved,,,0,0,0,,dns-85,,,0,pending,pending,resolved,pending,pending,dns_accepted,,,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,0521216d38b2a08e4db6f7befef70d83e0a13825,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudcuts.xyz,https://cloudcuts.xyz,dns,dns_error,,,0,0,0,,dns-97,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,43ac2308c196aa113d02cdd53fc069a7e522b913,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,cloudlinesupplyco.com,https://cloudlinesupplyco.com,dns,dns_error,,,0,0,0,,dns-15,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,ff9f5ebaf4aeefdaf34792e35824377fe89f0779,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,akscloud.xyz,https://akscloud.xyz,dns,resolved,,,0,0,0,,dns-83,,,0,pending,pending,resolved,pending,pending,dns_accepted,,,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,734676ada95e4e165fa28058ba622c9343a24ca1,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,rebirthrebuildllc.com,https://rebirthrebuildllc.com,dns,dns_error,,,0,0,0,,dns-43,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,6891cbc410fb2ded82cc03fb6b2bec03fc8f3b3e,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,panbe.online,https://panbe.online,dns,no_records,,,0,0,0,,dns-3,,,0,pending,pending,no_records,pending,pending,dns_rejected,,no_records,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,0d150fd92ad6f89c348cd90d375d7a9c19612209,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,onlinebbva.com,https://onlinebbva.com,dns,dns_error,,,0,0,0,,dns-42,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,4372a062b0dc42e5d91a267b726ad4c8b9145901,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,income-algorithm.fun,https://income-algorithm.fun,dns,dns_error,,,0,0,0,,dns-101,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,6fdaae6c32a158c7a51b3bea5ee2c7a807fb3e85,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,nchian.top,https://nchian.top,dns,dns_error,,,0,0,0,,dns-95,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,95f628b4e539840f975f1a802a44955dc13edb65,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,nhacc.xyz,https://nhacc.xyz,dns,dns_error,,,0,0,0,,dns-104,,,0,pending,pending,dns_error,pending,pending,dns_rejected,,dns_error,0,,2026-04-06T18:28:10+00:00
run_20260406T182753Z,3fe3570734dcce50494682f1ff3cf9da607013dd,PS-02_AIGR-S66270_NCIIPC_26_02_2026.xlsx,onlinecasinosmac.com,https://onlinecasinosmac.com,dns,no_records,,,0,0,0,,dns-0,,,0,pending,pending,no_records,pending,pending,dns_rejected,,no_records,0,,2026-04-06T18:28:10+00:00
