run_id,emitted_at,stage,substage,event_kind,status,worker_id,record_key,stage_elapsed_ms,interval_ms,items_total,items_completed,items_failed,items_skipped,items_pending,queue_depth,inflight,rate_per_sec,avg_latency_ms,max_latency_ms,cpu_percent,process_cpu_percent,rss_mb,ram_percent,used_cpu_cores,available_cpu_cores,bottleneck,message,details_json
run_20260424T055056Z,2026-04-24T05:50:56+00:00,run,,run_start,running,,,,,,,,,,,,,,,,,,,,,,,{}
run_20260424T055056Z,2026-04-24T05:51:33+00:00,run,,run_end,failed,,,,,,,,,,,,,,,,,,,,,,package_results() did not return a submission zip path,{}
run_20260424T055056Z,2026-04-24T05:54:04+00:00,run,,run_start,running,,,,,,,,,,,,,,,,,,,,,,,{}
run_20260424T055056Z,2026-04-24T05:54:07+00:00,shortlist,shortlist,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""controller"": {""action"": ""init"", ""available_cpu"": 0.0, ""checkpoint_pending_rows"": 0, ""completed"": 0, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.0, ""enabled"": true, ""event_loop_lag_ms"": 0.0, ""hash_active_pages_cap"": 1, ""hash_live_active_pages"": 1, ""hash_pressure_ratio"": 0.0, ""healthy_streak"": 0, ""reason"": ""startup"", ""stage0_inflight_cap"": 1, ""stage0_live_inflight"": 1, ""stage1_fetch_limit_cap"": 1, ""stage1_live_fetch_limit"": 1, ""stage1_pressure_ratio"": 0.0, ""target_cpu_utilization"": 0.82, ""timeout_ratio"": 0.0}, ""hash"": {""aux_queue_depth"": 0, ""backlog"": 0, ""browser_actors"": 0, ""finalize_queue_depth"": 0, ""pending"": 0, ""render_queue_depth"": 0, ""render_trace_rows"": 0}, ""matches"": 0, ""stage0"": {""hits"": 0, ""misses"": 0, ""remaining"": 424582, ""skipped"": 0}, ""stage1"": {""backlog"": 0, ""enrich_actors"": 0, ""fetch_actors"": 0, ""pending"": 0, ""progress"": {""dns_gate_accepted"": 0, ""dns_gate_filtered"": 0, ""dns_hit_gate_accepted"": 0, ""dns_hit_gate_passthrough"": 0, ""escalated"": 0, ""failed"": 0, ""fallback_dns"": 0, ""fetched"": 0, ""head_only"": 0, ""timeout"": 0}}}"
run_20260424T055056Z,2026-04-24T05:54:12+00:00,shortlist,shortlist,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""controller"": {""action"": ""hold"", ""available_cpu"": 7.0, ""checkpoint_pending_rows"": 308664, ""completed"": 0, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.125, ""enabled"": true, ""event_loop_lag_ms"": 81.702, ""hash_active_pages_cap"": 1, ""hash_live_active_pages"": 1, ""hash_pressure_ratio"": 0.0, ""healthy_streak"": 0, ""reason"": ""checkpoint_backlog"", ""stage0_inflight_cap"": 1, ""stage0_live_inflight"": 1, ""stage1_fetch_limit_cap"": 1, ""stage1_live_fetch_limit"": 1, ""stage1_pressure_ratio"": 0.0, ""target_cpu_utilization"": 0.82, ""timeout_ratio"": 0.0}, ""hash"": {""aux_queue_depth"": 0, ""backlog"": 0, ""browser_actors"": 0, ""finalize_queue_depth"": 0, ""pending"": 0, ""render_queue_depth"": 0, ""render_trace_rows"": 0}, ""matches"": 0, ""stage0"": {""hits"": 0, ""misses"": 0, ""remaining"": 424582, ""skipped"": 0}, ""stage1"": {""backlog"": 0, ""enrich_actors"": 0, ""fetch_actors"": 0, ""pending"": 0, ""progress"": {""dns_gate_accepted"": 0, ""dns_gate_filtered"": 0, ""dns_hit_gate_accepted"": 0, ""dns_hit_gate_passthrough"": 0, ""escalated"": 0, ""failed"": 0, ""fallback_dns"": 0, ""fetched"": 0, ""head_only"": 0, ""timeout"": 0}}}"
run_20260424T055056Z,2026-04-24T05:54:17+00:00,shortlist,shortlist,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""controller"": {""action"": ""hold"", ""available_cpu"": 7.0, ""checkpoint_pending_rows"": 424652, ""completed"": 0, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.125, ""enabled"": true, ""event_loop_lag_ms"": 0.0, ""hash_active_pages_cap"": 1, ""hash_live_active_pages"": 1, ""hash_pressure_ratio"": 0.0, ""healthy_streak"": 0, ""reason"": ""checkpoint_backlog"", ""stage0_inflight_cap"": 1, ""stage0_live_inflight"": 1, ""stage1_fetch_limit_cap"": 1, ""stage1_live_fetch_limit"": 1, ""stage1_pressure_ratio"": 0.0, ""target_cpu_utilization"": 0.82, ""timeout_ratio"": 0.0}, ""hash"": {""aux_queue_depth"": 0, ""backlog"": 0, ""browser_actors"": 0, ""finalize_queue_depth"": 0, ""pending"": 0, ""render_queue_depth"": 0, ""render_trace_rows"": 0}, ""matches"": 0, ""stage0"": {""hits"": 0, ""misses"": 0, ""remaining"": 424582, ""skipped"": 0}, ""stage1"": {""backlog"": 0, ""enrich_actors"": 0, ""fetch_actors"": 0, ""pending"": 0, ""progress"": {""dns_gate_accepted"": 0, ""dns_gate_filtered"": 0, ""dns_hit_gate_accepted"": 0, ""dns_hit_gate_passthrough"": 0, ""escalated"": 0, ""failed"": 0, ""fallback_dns"": 0, ""fetched"": 0, ""head_only"": 0, ""timeout"": 0}}}"
run_20260424T055056Z,2026-04-24T05:54:27+00:00,shortlist,shortlist,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""controller"": {""action"": ""hold"", ""available_cpu"": 7.0, ""checkpoint_pending_rows"": 424654, ""completed"": 0, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.125, ""enabled"": true, ""event_loop_lag_ms"": 19.199, ""hash_active_pages_cap"": 1, ""hash_live_active_pages"": 1, ""hash_pressure_ratio"": 0.0, ""healthy_streak"": 0, ""reason"": ""checkpoint_backlog"", ""stage0_inflight_cap"": 1, ""stage0_live_inflight"": 1, ""stage1_fetch_limit_cap"": 1, ""stage1_live_fetch_limit"": 1, ""stage1_pressure_ratio"": 0.0, ""target_cpu_utilization"": 0.82, ""timeout_ratio"": 0.0}, ""hash"": {""aux_queue_depth"": 0, ""backlog"": 0, ""browser_actors"": 0, ""finalize_queue_depth"": 0, ""pending"": 0, ""render_queue_depth"": 0, ""render_trace_rows"": 0}, ""matches"": 0, ""stage0"": {""hits"": 0, ""misses"": 0, ""remaining"": 424582, ""skipped"": 0}, ""stage1"": {""backlog"": 0, ""enrich_actors"": 0, ""fetch_actors"": 0, ""pending"": 0, ""progress"": {""dns_gate_accepted"": 0, ""dns_gate_filtered"": 0, ""dns_hit_gate_accepted"": 0, ""dns_hit_gate_passthrough"": 0, ""escalated"": 0, ""failed"": 0, ""fallback_dns"": 0, ""fetched"": 0, ""head_only"": 0, ""timeout"": 0}}}"
run_20260424T055056Z,2026-04-24T05:54:27+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,416fed2264e4e150919cf3a28f7fd87b089efdfb,0,,,,,,,,,,,,,,,,,,,,{}
run_20260424T055056Z,2026-04-24T05:54:27+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,9031abb0cd45ebd5a53992d0297f5fb16faaaa2a,0,,,,,,,,,,,,,,,,,,,,{}
run_20260424T055056Z,2026-04-24T05:54:27+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,460f57ca1296fb2675ae5ce8933690288532d5b4,0,,,,,,,,,,,,,,,,,,,,{}
