url,source_workbook,shortlisted_cse,shortlisted_domain,fetch_status,final_landing_url,parking_provider,parking_reason,brand_model_top1,brand_model_confidence,domain_model_top1,domain_model_confidence,model_brand_agrees_with_shortlist,model_domain_agrees_with_shortlist,model_feature_status,model_input_error,model_usable,decision_code,reason_code,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong
https://airtell.ai,AIGR-S66270_Ground_Truth.xlsx,Airtel,airtel.in,fetched,https://airtell.ai,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,lexical_gate_plus_weak_direct_evidence,True,8,0,0,6,14,False,redirect_brand_match|final_domain_brand_match|js_redirect,False,False,False,1,0,airtell.ai,,114,False,stage1_low_suspicion,0,False,False
https://uidaiaadhardownload.com,AIGR-S66270_Ground_Truth.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,fetched,https://uidaiaadhardownload.com/,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,strict_lexical_plus_direct_evidence,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uidaiaadhardownload.com,,0,True,lexical_hit,1,False,False
https://airtelmetaverse.com,AIGR-S66270_Ground_Truth.xlsx,Airtel,airtel.in,fetched,https://airtelmetaverse.com,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,lexical_gate_plus_weak_direct_evidence,True,8,0,0,6,14,False,redirect_brand_match|final_domain_brand_match|js_redirect,False,False,False,1,0,airtelmetaverse.com,,114,False,stage1_low_suspicion,0,False,False
https://incometaxgov.org,AIGR-S66270_Ground_Truth.xlsx,Income Tax Department,incometaxindia.gov.in,fetched,https://incometaxgov.org/,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,lexical_gate_plus_weak_direct_evidence,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,incometaxgov.org,,0,True,lexical_hit,0,False,False
https://crsor.info,AIGR-S66270_Ground_Truth.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,fetched,https://crsor.info/,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,lexical_gate_plus_weak_direct_evidence,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,crsor.info,,0,True,lexical_hit,0,False,False
about:blank,AIGR-S66270_Ground_Truth.xlsx,Axis Bank,axismf.com,failed,about:blank,,,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_state,redirected_lexical_suspected,False,skipped_non_fetched_fetch_state,redirected_lexical_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,axisupi.com,,0,True,lexical_hit,0,False,False
about:blank,AIGR-S66270_Ground_Truth.xlsx,Income Tax Department,incometaxindia.gov.in,failed,about:blank,,,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_state,redirected_lexical_suspected,False,skipped_non_fetched_fetch_state,redirected_lexical_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,incometaxgov.info,,0,True,lexical_hit,0,False,False
https://airtel-merchants.club,AIGR-S66270_Ground_Truth.xlsx,Airtel,airtel.in,failed,,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,airtel-merchants.club,,0,False,dns_not_mapped_lexical_hit,0,False,False
https://airtele.xyz,AIGR-S66270_Ground_Truth.xlsx,Airtel,airtel.in,failed,,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,airtele.xyz,,0,False,dns_not_mapped_lexical_hit,0,False,False
https://paarivahan.com,AIGR-S66270_Ground_Truth.xlsx,parivahan sewa,parivahan.gov.in,failed,,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,paarivahan.com,,0,False,dns_not_mapped_lexical_hit,0,False,False
https://sbireward.com,AIGR-S66270_Ground_Truth.xlsx,State Bank of India (SBI),sbicard.com,failed,,,,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,skipped_not_registered_domain,rdap_not_found,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,sbireward.com,,0,False,dns_not_mapped_lexical_hit,0,False,False
https://airtel-zungusha.lol,AIGR-S66270_Ground_Truth.xlsx,Airtel,airtel.in,failed,,,,NA,0.0,NA,0.0,False,False,ok,,True,ok,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,airtel-zungusha.lol,,0,False,dns_not_mapped_lexical_hit,0,False,False
