input_position,input_url,normalized_url,source_workbook,exclusion_stage,reason,survival_path,drop_path,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted_to_holdout,kept_for_review_only,review_only_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason,best_matching_domain,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,stage1_passthrough
13,domain,https://domain,urls.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k|generic_token_only,kavach.mail.gov.in,True,0,False,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
14,jardines10.com,https://jardines10.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://jardines10.com,,,,False,False,,False,False,True,fallback_top_k,airtel.in,False,0,False,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,jardines10.com,,114,False,stage1_low_suspicion,False
15,connectionsarchive.net,https://connectionsarchive.net,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://connectionsarchive.net,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,0,False,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,connectionsarchive.net,connectionsarchive.net,32768,False,stage1_low_suspicion,False
16,web365daftar.com,https://web365daftar.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://web365daftar.com,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,0,False,False,False,8,0,0,0,8,False,meta_brand_match,False,False,False,1,0,web365daftar.com,bannerpenyimpanan.club,32768,False,stage1_low_suspicion,False
17,conciergerie-niort.fr,https://conciergerie-niort.fr,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://conciergerie-niort.fr,,,,False,False,,False,False,True,fallback_top_k,crsorgi.gov.in,False,0,False,False,False,0,4,6,6,16,False,auth_wording|suspicious_hosting_provider|js_redirect,False,False,False,0,0,conciergerie-niort.fr,assets.zyrosite.com,32768,False,stage1_low_suspicion,False
18,nmjiaojinginc.shop,https://nmjiaojinginc.shop,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://nmjiaojinginc.shop,,,,False,False,,False,False,True,fallback_top_k,jio.com,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,nmjiaojinginc.shop,,1068,False,stage1_low_suspicion,False
19,ventajp.com,https://ventajp.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://ventajp.com,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,0,False,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,ventajp.com,,114,False,stage1_low_suspicion,False
20,snackduel.com,https://snackduel.com,urls.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,0,False,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
21,calmplatewindow.club,https://calmplatewindow.club,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://calmplatewindow.club,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,0,False,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,calmplatewindow.club,calmplatewindow.club,18105,False,stage1_low_suspicion,False
22,tuterrenoenchile.cl,https://tuterrenoenchile.cl,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.tuterrenoenchile.cl/,,,,False,False,,False,False,True,fallback_top_k,irctctourism.com,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,1,www.tuterrenoenchile.cl,www.tuterrenoenchile.cl,32768,False,stage1_low_suspicion,False
23,pumirpkin.live,https://pumirpkin.live,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://pumirpkin.live,,,,False,False,,False,False,True,fallback_top_k,uidai.gov.in,False,0,False,False,False,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,pumirpkin.live,,4735,False,stage1_low_suspicion,False
24,exerciseok.com,https://exerciseok.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.ezeedomains.com/name/ExerciseOk.com,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,0,False,False,False,4,4,0,4,12,False,body_brand_match|auth_wording|final_domain_changed,False,False,False,2,1,www.ezeedomains.com,,32768,False,stage1_low_suspicion,False
25,parquebatweania.com,https://parquebatweania.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.parquebatweania.com/,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,0,False,False,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,1,www.parquebatweania.com,,11830,False,stage1_low_suspicion,False
26,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://tutu-and-tiaras.com,,,,False,False,,False,False,True,fallback_top_k,airindiaexpress.com,False,0,False,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,tutu-and-tiaras.com,,114,False,stage1_low_suspicion,False
27,prototanya.org,https://prototanya.org,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://prototanya.org,,,,False,False,,False,False,True,fallback_top_k,airtelpayments.bank.in,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,prototanya.org,,6408,False,stage1_low_suspicion,False
28,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://beton888bonuuz30rb.cyou,,,,False,False,,False,False,True,fallback_top_k,netpnb.com,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,7776,False,stage1_low_suspicion,False
29,creationorder.net,https://creationorder.net,urls.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,0,False,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
30,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://bazarcentofiori.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,0,False,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,bazarcentofiori.com,,114,False,stage1_low_suspicion,False
31,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.xhgty881229.com:30106/register?i_code=2189580,,,,False,False,,False,False,True,fallback_top_k,indusind.bank.in,False,0,False,False,False,0,0,0,10,10,False,js_redirect|final_domain_changed,False,False,False,0,1,www.xhgty881229.com,,4468,False,stage1_low_suspicion,False
32,socioone.com,https://socioone.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://socioone.com,,,,False,False,,False,False,True,fallback_top_k,camsonline.com,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,socioone.com,img1.wsimg.com,32768,False,stage1_low_suspicion,False
33,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://greenbeangirltrainingtutoring.com,,,,False,False,,False,False,True,fallback_top_k,rbi.org.in,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,greenbeangirltrainingtutoring.com,,32768,False,stage1_low_suspicion,False
34,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx,stage1_http,stage1_suspected_non_escalated,,stage1_suspected_non_escalated,skipped,skipped,fetched,not_attempted,,,https://crplasticos.com.br,,,,False,False,,False,False,True,fallback_top_k,accounts.mgovcloud.in,False,0,False,False,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,crplasticos.com.br,de2168ace9cf472f67dc72bf48c860a9.cdn.bubble.io,15515,False,stage1_suspected_non_escalated,False
35,tnkproject.com,https://tnkproject.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://tnkproject.com,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,0,False,False,False,4,0,0,4,8,False,body_brand_match|iframe_present,False,False,False,1,0,tnkproject.com,,32768,False,stage1_low_suspicion,False
36,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,0,False,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
