input_position,input_url,normalized_url,source_workbook,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component
1,airtel-merchants.club,https://airtel-merchants.club,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,brand_token_match|jw_primary,Airtel,airtelpayments.bank.in,0.0,,0.9048,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtel-merchants.club,,0,True,lexical_hit,0.0,,,,,,,,,0.7333,False,0,False,False,0.0,0.0,0.0
2,ai-phishing-detection.s3.ap-south-1.amazonaws.com/sbi_1.html,https://ai-phishing-detection.s3.ap-south-1.amazonaws.com/sbi_1.html,AIGR-S66270_Ground_Truth.xlsx,skipped,skipped,fetched,not_attempted,,,https://ai-phishing-detection.s3.ap-south-1.amazonaws.com/sbi_1.html,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.6148,False,32,4,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|auth_wording,False,False,False,4,0,ai-phishing-detection.s3.ap-south-1.amazonaws.com,,7045,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.4511,False,0,False,False,0.0,0.0,0.0
3,ai-phishing-detection.s3.ap-south-1.amazonaws.com/sbi_bank.html,https://ai-phishing-detection.s3.ap-south-1.amazonaws.com/sbi_bank.html,AIGR-S66270_Ground_Truth.xlsx,skipped,skipped,fetched,not_attempted,,,https://ai-phishing-detection.s3.ap-south-1.amazonaws.com/sbi_bank.html,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.6148,False,32,4,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|auth_wording,False,False,False,4,0,ai-phishing-detection.s3.ap-south-1.amazonaws.com,,3596,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.4511,False,0,False,False,0.0,0.0,0.0
4,airtele.xyz,https://airtele.xyz,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,Airtel,airtel.in,0.0,,0.9714,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtele.xyz,,0,True,lexical_hit,0.0,,,,,,,,,0.9231,False,0,False,False,0.0,0.0,0.0
5,paarivahan.com,https://paarivahan.com,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,parivahan sewa,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,parivahan sewa,parivahan.gov.in,0.0,,0.9474,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,paarivahan.com,,0,True,lexical_hit,0.0,,,,,,,,,0.9474,False,0,False,False,0.0,0.0,0.0
6,airtell.ai,https://airtell.ai,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,resolved,accepted,failed,not_attempted,navigation_transient_browser_error,Page.content: Unable to retrieve content because the page is navigating and changing the content.,,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,True,Airtel,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,Airtel,airtel.in,0.0,Low,0.9714,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtell.ai,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.9231,False,0,False,False,29.1429,0.0,0.0
7,axisupi.com,https://axisupi.com,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://axisupi.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,True,Axis Bank,True,True,True,False,,,jw_primary,Axis Bank,axis.bank.in,0.0,Low,0.9143,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,axisupi.com,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.7273,False,0,False,False,27.4286,0.0,0.0
8,uidaiaadhardownload.com,https://uidaiaadhardownload.com,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,resolved,accepted,fetched,available,,,https://uidaiaadhardownload.com/,,,,True,True,False,,score_threshold,,,,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,score_threshold,score_threshold,jw_primary,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,58.134,Low,0.8526,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uidaiaadhardownload.com,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.4167,False,1,False,False,25.5789,0.0,0.0
9,sbireward.com,https://sbireward.com,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),sbicard.com,0.0,,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbireward.com,,0,True,lexical_hit,0.0,,,,,,,,,0.78,False,0,False,False,0.0,0.0,0.0
10,satwik.com,https://satwik.com,AIGR-S66270_Ground_Truth.xlsx,skipped,skipped,fetched,not_attempted,,,https://satwik.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbi.co.in,0.0,,0.6667,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,satwik.com,,5048,False,stage1_low_suspicion,0.0,,,,,,,,,0.4444,False,0,False,False,0.0,0.0,0.0
11,torana.com,https://torana.com,AIGR-S66270_Ground_Truth.xlsx,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6389,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3636,False,0,False,False,0.0,0.0,0.0
12,dghjdgf.com/paypal.co.uk/cycgi-bin/webscrcmd=_home-customer&nav=1/loading.php,https://dghjdgf.com/paypal.co.uk/cycgi-bin/webscrcmd=_home-customer&nav=1/loading.php,AIGR-S66270_Ground_Truth.xlsx,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfc.com,0.0,,0.5755,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.5755,False,0,False,False,0.0,0.0,0.0
13,smilesvoegol.servebbs.org/voegol.php,https://smilesvoegol.servebbs.org/voegol.php,AIGR-S66270_Ground_Truth.xlsx,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,0.0,,0.5583,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3333,False,0,False,False,0.0,0.0,0.0
14,super1000.info/docssmilesvoegol.servebbs.org/voegol.php,https://super1000.info/docssmilesvoegol.servebbs.org/voegol.php,AIGR-S66270_Ground_Truth.xlsx,dns_error,rejected,failed,not_attempted,get_error,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.0,,0.5741,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3077,False,0,False,False,0.0,0.0,0.0
15,dutchweb.gtphost.com/zimbra/exch/owa/uleth/index.html,https://dutchweb.gtphost.com/zimbra/exch/owa/uleth/index.html,AIGR-S66270_Ground_Truth.xlsx,dns_error,rejected,failed,not_attempted,get_error,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.5873,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.375,False,0,False,False,0.0,0.0,0.0
16,domain,https://domain,urls.xlsx,dns_error,rejected,failed,not_attempted,get_error,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),kavach.mail.gov.in,0.0,,0.75,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.6,True,0,False,False,0.0,0.0,0.0
