Application_ID,Source of detection,Identified Phishing/Suspected Domain Name,Corresponding CSE Domain Name,Critical Sector Entity Name,Phishing/Suspected Domains (i.e. Class Label),Domain Registration Date,Registrar Name,Registrant Name or Registrant Organisation,Registrant Country,Name Servers,Hosting IP,Hosting ISP,Hosting Country,DNS Records (if any),Evidence file name,Date of detection (DD-MM-YYYY),Time of detection (HH-MM-SS),Date of Post (If detection is from Source: social media),Sandbox Verdict,Sandbox Reason,Remarks
ISS_NLP,Banking/Financial,onlinecasinosmac.com,corp.onlinesbi.sbi/corporate,State Bank of India (SBI),Legitimate,2013-09-03T17:24:46Z,Key-Systems GmbH,,,ISHAAN.NS.CLOUDFLARE.COM;LEIA.NS.CLOUDFLARE.COM,,,,,PS-02_ISS_NLP_Evidences\SBI_onlinecasinosmac.com_1.pdf,28-02-2026,16:59:19,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,axispaving.com,axis.bank.in,Axis Bank,Suspected,2022-09-12T03:26:17Z,"NameCheap, Inc.",,,DNS1.NAMECHEAPHOSTING.COM;DNS2.NAMECHEAPHOSTING.COM,,,,,PS-02_ISS_NLP_Evidences\Axis_axispaving.com_2.pdf,28-02-2026,16:59:19,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,sixirss.xyz,iirs.gov.in,Indian Space Research Organisation (ISRO),Legitimate,2026-02-21T06:03:36.0Z,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),,,gina.ns.cloudflare.com;phil.ns.cloudflare.com,,,,,PS-02_ISS_NLP_Evidences\ISRO_sixirss.xyz_3.pdf,28-02-2026,16:59:20,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,panbe.online,pnb.bank.in,Punjab National Bank (PNB),Legitimate,2026-02-21T01:53:49.0Z,"Spaceship, Inc.",,,chloe.ns.cloudflare.com;rustam.ns.cloudflare.com,,,,,PS-02_ISS_NLP_Evidences\PNB_panbe.online_4.pdf,28-02-2026,16:59:40,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,cloud9thc.com,cloud.gov.in,National Informatics Centre (NIC),Legitimate,2019-02-14T07:43:28Z,"GoDaddy.com, LLC",,,NS75.DOMAINCONTROL.COM;NS76.DOMAINCONTROL.COM,13.248.213.45,AMAZON-02,US,,PS-02_ISS_NLP_Evidences\NIC_cloud9thc.com_5.pdf,28-02-2026,16:59:40,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,cloud-myapple.net,cloud.gov.in,National Informatics Centre (NIC),Legitimate,2026-02-20T00:13:11Z,Atak Domain Bilgi Teknolojileri A.S.,,,P1.ATAKDOMAIN.COM;P2.ATAKDOMAIN.COM,185.46.40.240,Atak Domain Bilgi Teknolojileri A.S.,TR,A:185.46.40.240;NS:p2.atakdomain.com.;NS:p1.atakdomain.com.,PS-02_ISS_NLP_Evidences\NIC_cloud-myapple.net_6.pdf,28-02-2026,16:59:47,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,buildaion.site,uidai.gov.in,Unique Identification Authority of India (UIDAI),Legitimate,2026-02-21T17:41:00.0Z,"Spaceship, Inc.",,,fay.ns.cloudflare.com;rommy.ns.cloudflare.com,172.67.207.174,CLOUDFLARENET,,,PS-02_ISS_NLP_Evidences\UIDAI_buildaion.site_7.pdf,28-02-2026,16:59:47,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Unknown,aisimps.com,aiims.edu,All India Institute of Medical Sciences (AIIMS),Legitimate,2025-08-25T15:18:35Z,"GoDaddy.com, LLC",,,NS3.AFTERNIC.COM;NS4.AFTERNIC.COM,76.223.54.146,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns3.afternic.com.;NS:ns4.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\AIIMS_aisimps.com_8.pdf,28-02-2026,16:59:57,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Telecom,airwaterclub.com,airtel.in,Airtel,Suspected,2010-05-25T11:32:40Z,OVH sas,,,DNS16.OVH.NET;NS16.OVH.NET,213.186.33.18,OVH SAS,FR,A:213.186.33.18;NS:dns16.ovh.net.;NS:ns16.ovh.net.;MX:5 mx2.ovh.net.;MX:100 mxb.ovh.net.;MX:1 mx1.ovh.net.,PS-02_ISS_NLP_Evidences\Airtel_airwaterclub.com_9.pdf,28-02-2026,16:59:57,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Telecom,air-teo.com,airtel.in,Airtel,Legitimate,2026-02-21T14:35:06Z,IONOS SE,,,NS1057.UI-DNS.DE;NS1084.UI-DNS.BIZ;NS1099.UI-DNS.COM;NS1101.UI-DNS.ORG,103.169.142.0,"Cloudflare London, LLC",AU,,PS-02_ISS_NLP_Evidences\Airtel_air-teo.com_10.pdf,28-02-2026,17:00:07,,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
