run_id,record_key,source_workbook,raw_url,normalized_url,current_stage,stage_status,stage_error_type,stage_error_message,retry_count,timeout_hit,skipped_due_to_previous_failure,fallback_taken,worker_id,stage_started_at,stage_finished_at,duration_ms,stage0_status,stage1_status,dns_stage_status,hash_stage_status,classify_stage_status,final_pipeline_status,final_decision,failure_reason,processing_time_ms,submission_record_json,last_updated_at
run_20260424T151533Z,79d94b4c666d59c1b64ea81e8205400df1ac0827,05-04-2026_input.csv,16fintech.com,https://16fintech.com,dns_gate,accepted,,,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:15+00:00
run_20260424T151533Z,02d5032693a43cf3340fe6c7d9904852c5ace823,05-04-2026_input.csv,1coil.com,https://1coil.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,2cece805f8fdbfe43aeae87f4b54dfffdf0ee64c,05-04-2026_input.csv,a1tamilnadu.com,https://a1tamilnadu.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,f7ccec4a0e2e5f8e3f7ae2c3f57c0f2a76ed96f4,05-04-2026_input.csv,adinfinia.com,https://adinfinia.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,d41fc64ece3613fcd5948df97b3a969a91efbdfd,05-04-2026_input.csv,aiandr.com,https://aiandr.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,2eecc266289cd21cc018935c39010c2bc1b0bfac,05-04-2026_input.csv,aid-india.com,https://aid-india.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,0c6ebd83fe4b7b1a8d086d2dcdcfb9237bb2cc28,05-04-2026_input.csv,aidinpa.com,https://aidinpa.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,40360819c4e80c1f4dfd0e4e3ed05d6a422ef951,05-04-2026_input.csv,aiims.asia,https://aiims.asia,dns_gate,accepted,,,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:15+00:00
run_20260424T151533Z,a86ceef15907b3a34849abf9c3e47dd873b233aa,05-04-2026_input.csv,https://aiimsdelhiedu.in,https://aiimsdelhiedu.in,hash,admitted,dns_gate_no_answer,no A/AAAA answers for aiimsdelhiedu.in,0,0,0,,dns-gate,,,0,lexical_hit,pending,pending,admitted,pending,holdout_ready,,dns_not_mapped_to_ip,0,,2026-04-25T05:11:28+00:00
run_20260424T151533Z,4fadd5b9f079bc31a3f3c9831edf6eadce422502,05-04-2026_input.csv,aikidsgujarat.com,https://aikidsgujarat.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,0656992e25957a5c1d07b468911cf14226805cf3,05-04-2026_input.csv,aikidsgujarat.info,https://aikidsgujarat.info,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,373e7da5bfee86932828bd9c7d450802cd9e8453,05-04-2026_input.csv,aimff.com,https://aimff.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
run_20260424T151533Z,689a51e02418d61a49acabd34777625f84f249e0,05-04-2026_input.csv,ainsm.com,https://ainsm.com,stage0,filtered_lexical_miss,,,0,0,0,,,,,0,filtered_lexical_miss,pending,pending,pending,pending,pending,,,0,,2026-04-25T05:10:11+00:00
