Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
State Bank of India (SBI),onlinesbi.sbi,onlinetraffic.my
State Bank of India (SBI),sbiepay.sbi,biep.fr
State Bank of India (SBI),onlinesbi.sbi,online-handelsregister.net
State Bank of India (SBI),onlinesbi.sbi,onlinegospel.online
HDFC Bank,hdfcbank.com,hdfcbankltd.info
State Bank of India (SBI),onlinesbi.sbi,onlinebistraining.com
State Bank of India (SBI),onlinesbi.sbi,onlinehandelsregister.org
State Bank of India (SBI),onlinesbi.sbi,onlime.shop
State Bank of India (SBI),sbi.co.in,snbing.com
Punjab National Bank (PNB),netpnb.com,netkupon.com
State Bank of India (SBI),onlinesbi.sbi,onlineless.com
State Bank of India (SBI),onlinesbi.sbi,onlinebigpromo.com
Airtel,airtel.in,agitravel.sk
State Bank of India (SBI),onlinesbi.sbi,onlinewebservice.ru
State Bank of India (SBI),onlinesbi.sbi,onlite.xyz
State Bank of India (SBI),onlinesbi.sbi,online-cities.com
State Bank of India (SBI),onlinesbi.sbi,onlinerestorationleads.com
State Bank of India (SBI),onlinesbi.sbi,onlinebingo.pl
State Bank of India (SBI),yonobusiness.sbi,joolbusiness.com
State Bank of India (SBI),onlinesbi.sbi,onlinebusinesscourses.site
Airtel,airtel.in,aireklaam.ee
National Informatics Centre (NIC),accounts.mgovcloud.in,mloncloud.com
State Bank of India (SBI),onlinesbi.sbi,onlieene.top
Airtel,airtel.in,airtm.cheap
State Bank of India (SBI),sbiepay.sbi,biea.xyz
State Bank of India (SBI),onlinesbi.sbi,onlinsastelinfo.xyz
National Informatics Centre (NIC),accounts.mgovcloud.in,voygrcloud.com
State Bank of India (SBI),onlinesbi.sbi,ponlinesitet.shop
State Bank of India (SBI),onlinesbi.sbi,ownline.info
State Bank of India (SBI),sbilife.co.in,silime.net
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,csrorgi.online
State Bank of India (SBI),onlinesbi.sbi,online-picture.com
State Bank of India (SBI),onlinesbi.sbi,onlinemediator.us
Airtel,airtel.in,airslate-hf.xyz
State Bank of India (SBI),onlinesbi.sbi,onlinebestgames.xyz
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crocri.com
Bank of Baroda (BoB),bobibanking.com,bobdianzi.com
Airtel,airtel.in,arratel.com
State Bank of India (SBI),onlinesbi.sbi,onlinegyno.app
Airtel,airtel.in,aircaster.net
State Bank of India (SBI),onlinesbi.sbi,onlincess.com
