Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
Bank of Baroda,bankofbaroda.bank.in,https://beatyourbuddies.online
Bank of Baroda,bankofbaroda.bank.in,https://ezbrd.co
National Informatics Centre (NIC),accounts.mgovcloud.in,https://777gvipclub.com
ICICI Bank,icicisecurities.com,https://conciergerie-niort.fr
Bank of Baroda,bankofbaroda.bank.in,https://soyprotagonistafinanciero.com
Bank of Baroda,bankofbaroda.bank.in,https://shaart.com
Bank of Baroda,bankofbaroda.bank.in,https://laoshuanliagou.bond
State Bank of India (SBI),corp.onlinesbi.sbi,https://oliveandjunes.store
State Bank of India (SBI),homeloans.sbi,https://hometownsewickley.com
Bank of Baroda,bankofbaroda.bank.in,https://dikagegrid.click
Bank of Baroda,bankofbaroda.bank.in,https://allsetfacilitygroup.com
Bank of Baroda,bankofbaroda.bank.in,https://annarbormarket.com
Bank of Baroda,bankofbaroda.bank.in,https://jskbalaghat.org
