input_position,input_url,normalized_url,source_workbook,best_entity,best_matching_domain,lexical_score,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deep_analysis_candidate,deep_analysis_dns_accepted,deep_analysis_attempted,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,confidence_band,best_score,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,reason,exclusion_stage
1,embracecounsellinghk.com,https://embracecounsellinghk.com,123456.xlsx,National Informatics Centre (NIC),accounts.mgovcloud.in,0.7,False,False,False,True,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,0,embracecounsellinghk.com,www.wix.com,3060,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://embracecounsellinghk.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
2,doxrcs.com,https://doxrcs.com,123456.xlsx,IDFC FIRST Bank,idfcfirst.bank.in,0.6204,False,False,False,True,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,doxrcs.com,,297,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://doxrcs.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
3,dishry.com,https://dishry.com,123456.xlsx,Axis Bank,axis.bank.in,0.6111,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
4,haridraearlynutrition.org,https://haridraearlynutrition.org,123456.xlsx,National Informatics Centre (NIC),kavach.mail.gov.in,0.631,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
5,beatriceedario.com,https://beatriceedario.com,123456.xlsx,State Bank of India (SBI),sbicard.com,0.6508,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
6,jappetease.com,https://jappetease.com,123456.xlsx,Airtel,airtelpayments.bank.in,0.6381,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
7,w6vmry1.makeup,https://w6vmry1.makeup,123456.xlsx,Airtel,airtel.in,0.5397,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
8,uidaiaadhardownload.com,https://uidaiaadhardownload.com,123456.xlsx|AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.8526,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uidaiaadhardownload.com,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://uidaiaadhardownload.com/,,,Low,58.134,True,True,False,,score_threshold,,,
9,eauclairetreeservices.com,https://eauclairetreeservices.com,123456.xlsx,Election Commision of India (ECI),eci.gov.in,0.7429,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,eauclairetreeservices.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://eauclairetreeservices.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
10,hap-etyie.com,https://hap-etyie.com,123456.xlsx,Bank of Baroda,bankofbaroda.bank.in,0.664,False,False,False,True,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,hap-etyie.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://hap-etyie.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
