input_position,input_url,normalized_url,source_workbook,best_entity,best_matching_domain,lexical_score,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deep_analysis_candidate,deep_analysis_dns_accepted,deep_analysis_attempted,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,confidence_band,best_score,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,reason,exclusion_stage
1,j1icoy.makeup,https://j1icoy.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Jio,jio.com,0.85,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,j1icoy.makeup,,0,True,lexical_hit,True,False,False,no_records,rejected,,not_attempted,,,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
2,https://mrbim.ca,https://mrbim.ca,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Reserve Bank of India (RBI),rbi.org.in,0.8667,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,mrbim.ca,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_transient_browser_error,Page.content: Unable to retrieve content because the page is navigating and changing the content.,,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
3,https://sacmap.art,https://sacmap.art,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.6667,False,False,False,True,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,sacmap.art,,865,False,stage1_suspected_non_escalated,False,False,False,skipped,skipped,fetched,not_attempted,,,https://sacmap.art,,,,0.0,False,False,False,,,stage1_suspected_non_escalated,stage1_suspected_non_escalated,stage1_http
4,cloudars.com,https://cloudars.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,National Informatics Centre (NIC),accounts.mgovcloud.in,0.925,False,False,False,True,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,1,www.cloudars.com,www.cloudars.com,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.cloudars.com/,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
5,https://cloudforgesystems.com,https://cloudforgesystems.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,National Informatics Centre (NIC),cloud.gov.in,0.8588,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,cloudforgesystems.com,cloudforgesystems.com,1430,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://cloudforgesystems.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
6,onlinestore.click,https://onlinestore.click,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,State Bank of India (SBI),corp.onlinesbi.sbi,0.8828,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinestore.click,,0,True,lexical_hit,True,False,False,no_records,rejected,,not_attempted,,,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
7,https://aiindia.info,https://aiindia.info,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Air India,airindiaexpress.com,0.8578,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,aiindia.info,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://aiindia.info/,,,Low,45.9524,False,False,True,strict_lexical_below_holdout_threshold,strict_lexical_below_holdout_threshold,,strict_lexical_below_holdout_threshold,hashing_shortlist
8,https://isos.shop,https://isos.shop,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Jio,jio.com,0.7222,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,isos.shop,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://isos.shop,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
9,https://isharora.space,https://isharora.space,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Jio,jio.com,0.6389,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,1,www.isharora.space,,243,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.isharora.space/,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
10,http://particularhands.com,http://particularhands.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,parivahan sewa,parivahan.gov.in,0.8652,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,particularhands.com,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,http://particularhands.com/,,,Low,58.9899,True,True,False,,score_threshold,,,
11,ptntbq.makeup,https://ptntbq.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Punjab National Bank (PNB),pnb.bank.in,0.85,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,ptntbq.makeup,,0,True,lexical_hit,True,False,False,dns_error,rejected,,not_attempted,,,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
