input_position,input_url,normalized_url,source_workbook,exclusion_stage,reason,survival_path,drop_path,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted_to_holdout,kept_for_review_only,review_only_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason,best_matching_domain,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,stage1_passthrough
13,domain,https://domain,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
14,jardines10.com,https://jardines10.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
15,connectionsarchive.net,https://connectionsarchive.net,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
16,web365daftar.com,https://web365daftar.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
17,conciergerie-niort.fr,https://conciergerie-niort.fr,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
18,nmjiaojinginc.shop,https://nmjiaojinginc.shop,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
19,ventajp.com,https://ventajp.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
20,snackduel.com,https://snackduel.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
21,calmplatewindow.club,https://calmplatewindow.club,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
22,tuterrenoenchile.cl,https://tuterrenoenchile.cl,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
23,pumirpkin.live,https://pumirpkin.live,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,False,,,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False
24,exerciseok.com,https://exerciseok.com,urls.xlsx,lexical_gate,lexical_prefilter_rejected,,lexical_prefilter_rejected,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,False
25,parquebatweania.com,https://parquebatweania.com,urls.xlsx,lexical_gate,lexical_prefilter_rejected,,lexical_prefilter_rejected,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,True,fallback_top_k,parivahan.gov.in,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,False
26,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx,lexical_gate,lexical_prefilter_rejected,,lexical_prefilter_rejected,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,True,fallback_top_k,airindiaexpress.com,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,False
27,prototanya.org,https://prototanya.org,urls.xlsx,lexical_gate,lexical_prefilter_rejected,,lexical_prefilter_rejected,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,True,fallback_top_k,parivahan.gov.in,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,False
28,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx,lexical_gate,lexical_prefilter_rejected,,lexical_prefilter_rejected,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,True,fallback_top_k,netpnb.com,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,False
29,creationorder.net,https://creationorder.net,urls.xlsx,lexical_gate,lexical_prefilter_rejected,,lexical_prefilter_rejected,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,False
30,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx,lexical_gate,generic_token_only_lexical_rejected,,generic_token_only_lexical_rejected,skipped,skipped,,not_attempted,,,,,,,False,False,,False,False,True,fallback_top_k|generic_token_only,airtelpayments.bank.in,True,0,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,False
