url,source_workbook,shortlisted_cse,shortlisted_domain,fetch_status,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,classification,confidence_band,evidence_tier,lexical_score,hash_score,old_fuzzy_hit,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,stage1_passthrough,tvc_brand_detected,tvc_detected_brand,tvc_brand_spoofed,tvc_match_surface,tvc_matched_alias,tvc_spoof_strong,ocr_text_len,registrar,hosting_isp,hosting_country,dns_records,brand_model_top1,brand_model_confidence,domain_model_top1,domain_model_confidence,model_brand_agrees_with_shortlist,model_domain_agrees_with_shortlist,model_feature_status,model_input_error,model_usable,decision_code,reason_code,classification_gate_reason,review_only_reason,survival_path,drop_path,non_lexical_corroboration_count,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deceptive_host_embedding,content_spoof_strong
https://airindiaair.com,urls.xlsx,Air India,airindiaexpress.com,fetched,https://airindiaair.com/,nan,nan,nan,Phishing,Low,weak_evidence,0.8836,47.3377,True,True,True,True,False,False,False,False,1,False,True,airindiaexpress,True,ocr_full,air india,True,53,"Sav.com, LLC",Beget LLC,RU,A:87.236.16.28;NS:ns2.beget.pro.;NS:ns2.beget.com.;NS:ns1.beget.pro.;NS:ns1.beget.com.;MX:20 mx2.beget.com.;MX:10 mx1.beget.com.,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_plus_direct_evidence,strict_lexical_plus_direct_evidence,strict_lexical_plus_direct_evidence,,strict_lexical_plus_direct_evidence,,4,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airindiaair.com,nan,0,True,lexical_hit,False,False
https://airtell.ai,urls.xlsx,Airtel,airtel.in,fetched,https://airtell.ai,nan,nan,nan,Suspected,Medium,weak_evidence,0.9714,69.3878,True,True,True,True,False,True,False,False,0,False,True,rbi,False,ocr_header_footer,rbi,False,13,"GoDaddy.com, LLC",AMAZON-02,US,A:15.197.148.33;A:3.33.130.190;NS:ns68.domaincontrol.com.;NS:ns67.domaincontrol.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,lexical_gate_plus_weak_direct_evidence,,lexical_gate_plus_weak_direct_evidence,,2,True,8,0,0,6,14,False,redirect_brand_match|final_domain_brand_match|js_redirect,False,False,False,1,0,airtell.ai,nan,114,False,stage1_low_suspicion,False,False
https://uidaiaadhardownload.com,urls.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,fetched,https://uidaiaadhardownload.com/,nan,nan,nan,Phishing,High,weak_evidence,0.8526,85.2632,True,True,True,True,False,False,False,False,1,False,True,uidai,True,ocr_full,aadhaar,True,100,"HOSTINGER operations, UAB",Hostinger International Limited,FR,A:147.79.69.246;A:88.222.243.28;NS:ns2.dns-parking.com.;NS:ns1.dns-parking.com.,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_plus_direct_evidence,strict_lexical_plus_direct_evidence,strict_lexical_plus_direct_evidence,,strict_lexical_plus_direct_evidence,,4,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uidaiaadhardownload.com,nan,0,True,lexical_hit,False,False
https://icicibank.net/login,urls.xlsx,ICICI Bank,icici.bank.in,timeout,about:blank,nan,nan,nan,Suspected,Low,weak_evidence,0.9474,0.0,True,True,True,True,False,True,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,icicibank.net,nan,0,True,lexical_hit,False,False
https://axisupi.com,urls.xlsx,Axis Bank,axismf.com,timeout,about:blank,nan,nan,nan,Suspected,Low,weak_evidence,0.8476,0.0,True,False,True,False,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,axisupi.com,nan,0,True,lexical_hit,False,False
https://sbi.com-kyc.net/login,urls.xlsx,State Bank of India (SBI),sbi.bank.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.5263,0.0,False,True,True,False,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,not_registered_domain_suspected,not_registered_domain_suspected,not_registered_domain_suspected,,not_registered_domain,,1,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,sbi.com-kyc.net,nan,0,False,dns_not_mapped_lexical_hit,False,False
https://onlinesbi.sbi.update-rewards.xyz,urls.xlsx,State Bank of India (SBI),onlinesbi.sbi.bank.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.6522,0.0,False,True,True,False,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,not_registered_domain_suspected,not_registered_domain_suspected,not_registered_domain_suspected,,not_registered_domain,,1,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,onlinesbi.sbi.update-rewards.xyz,nan,0,False,dns_not_mapped_lexical_hit,False,False
https://sbi-secure-login.com,urls.xlsx,State Bank of India (SBI),sbisecurities.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.8353,0.0,False,True,True,False,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,not_registered_domain_suspected,not_registered_domain_suspected,not_registered_domain_suspected,,not_registered_domain,,1,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,sbi-secure-login.com,nan,0,False,dns_not_mapped_lexical_hit,False,False
https://sbi.co.in.login.banking-services.net/234/redirect,urls.xlsx,State Bank of India (SBI),onlinesbi.sbi.bank.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.85,0.0,False,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,not_registered_domain_suspected,not_registered_domain_suspected,not_registered_domain_suspected,,not_registered_domain,,1,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,sbi.co.in.login.banking-services.net,nan,0,False,dns_not_mapped_lexical_hit,False,False
https://icici-bank-support.in,urls.xlsx,ICICI Bank,icicilombard.com,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.8222,0.0,True,True,True,False,False,False,False,False,0,True,False,none,False,none,,False,0,NA,NA,NA,NA,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,icici-bank-support.in,nan,0,False,dns_not_mapped_lexical_hit,False,False
https://airtel-merchants.club,urls.xlsx,Airtel,airtel.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.875,0.0,True,True,True,True,False,False,False,False,0,True,False,none,False,none,,False,0,"GoDaddy.com, LLC",NA,NA,NA,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,airtel-merchants.club,nan,0,False,dns_not_mapped_lexical_hit,False,False
https://airtele.xyz,urls.xlsx,Airtel,airtel.in,failed,,nan,nan,nan,Suspected,Low,weak_evidence,0.9714,0.0,True,True,True,True,False,True,False,False,0,True,False,none,False,none,,False,0,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,NA,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,strict_lexical_fetch_evidence_unavailable_suspected,,strict_lexical_fetch_evidence_unavailable_suspected,,1,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,airtele.xyz,nan,0,False,dns_not_mapped_lexical_hit,False,False
