run_id,hashed_at_utc,source_workbook,export_workbook,raw_url,normalized_url,final_landing_url,domain,final_domain,hash_mode,fetch_status,visual_status,fetch_error_type,fetch_error_detail,parking_provider,parking_reason,screenshot_path,target_url_sha256,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,best_entity,best_matching_domain,hash_score,confidence_band,score_margin,lexical_score,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,hash_anchor,admission_path,review_reason
run_20260409T170544Z,2026-04-09T18:13:07+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://airtel-merchants.club,https://airtel-merchants.club,,airtel-merchants.club,airtel-merchants.club,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://airtel-merchants.club/ | Call log: - navigating to ""https://airtel-merchants.club/"", waiting until ""domcontentloaded""",,,,024bce4539d644727d55eb7ba57e33711e7613a88120094d62b280b5be71af14,,,,,,Airtel,airtel.in,0.0,Low,0.0,0.875,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:08+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://airtele.xyz,https://airtele.xyz,,airtele.xyz,airtele.xyz,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://airtele.xyz/ | Call log: - navigating to ""https://airtele.xyz/"", waiting until ""domcontentloaded""",,,,91ae79b2324d64ef201f6c15923fefc9fbb914afeee2b6e1c771776d40484eca,,,,,,Airtel,airtel.in,0.0,Low,0.0,0.9714,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:09+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://paarivahan.com,https://paarivahan.com,,paarivahan.com,paarivahan.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://paarivahan.com/ | Call log: - navigating to ""https://paarivahan.com/"", waiting until ""domcontentloaded""",,,,25e91e15ed103ba26dd2995e7b8f910d1f44653fd5578813e181bd5c49958832,,,,,,parivahan sewa,parivahan.gov.in,0.0,Low,0.0,0.9474,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:12+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://airtell.ai,https://airtell.ai,https://airtell.ai/lander,airtell.ai,airtell.ai,exact,fetched,available,,,,,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\airtell.ai.png,3f369f17116fd0be14dcf3e991285c626e0ea4399bf912bc0f7b444b24d9ccd2,,d1de915b74383a6ac9c3f7b54e965aa9de98184f3c98e999259d71be1cd61d1e,82d3edd2b884067e419a2caab78b38d42a8785821b77aa10064a0044d23d3f0a,,e1f9a12b4c8d16b5ab970a58de8d37b951fa4cc6b2e11ce7adeb9aea667ac202,Airtel,airtel.in,52.0408,Low,52.0408,0.9714,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,weak_direct_evidence|network_corroboration,
run_20260409T170544Z,2026-04-09T18:13:33+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://axisupi.com,https://axisupi.com,,axisupi.com,axisupi.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://axisupi.com/ | Call log: - navigating to ""https://axisupi.com/"", waiting until ""commit""",,,,54a7492398ec6e757b4379f199b5168e01aa0730084492c31067ba3ce9d186d1,,,,,,Axis Bank,axismf.com,0.0,Low,0.0,0.8476,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:37+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://sbireward.com,https://sbireward.com,,sbireward.com,sbireward.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sbireward.com/ | Call log: - navigating to ""https://sbireward.com/"", waiting until ""domcontentloaded""",,,,551ce8debfba01c35dac092da94e39934aeee3a84573b376d3353a4a4b98d07c,,,,,,State Bank of India (SBI),sbicard.com,0.0,Low,0.0,0.85,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:37+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://uidaiaadhardownload.com,https://uidaiaadhardownload.com,https://uidaiaadhardownload.com/,uidaiaadhardownload.com,uidaiaadhardownload.com,exact,fetched,available,,,,,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\uidaiaadhardownload.com.png,3d600c49338f974223f09d4033a746e0fcea68bc3b5a90df01fb31ddada2997d,,2a18aaa7ef0ca4a0b7891d671a82cfbce0b2c8cda2c9893b722ca52a526e8e51,42b3598378cee31da2bef9479b8a1e6f452fd7f4020acd347097471107090dcb,,1fde7cd7960081349b8b25fb5cb15bcfa886e1d50b537acbb8eeb1af28f9489a,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,58.134,Low,58.134,0.8526,1,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,score_threshold|weak_direct_evidence|network_corroboration,
run_20260409T170544Z,2026-04-09T18:13:49+00:00,urls.xlsx,urls.xlsx,https://sbi.com-kyc.net/login,https://sbi.com-kyc.net/login,,sbi.com-kyc.net,sbi.com-kyc.net,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sbi.com-kyc.net/login | Call log: - navigating to ""https://sbi.com-kyc.net/login"", waiting until ""domcontentloaded""",,,,a709d69c6817702cce6dbe719ed54b936752d25ae0441d8041deb68385f0f5e0,,,,,,State Bank of India (SBI),sbi.bank.in,0.0,Low,0.0,0.5263,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:49+00:00,urls.xlsx,urls.xlsx,https://onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,,onl1nesbi.sbi,onl1nesbi.sbi,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://onl1nesbi.sbi/login | Call log: - navigating to ""https://onl1nesbi.sbi/login"", waiting until ""domcontentloaded""",,,,f85fbad873f11f5a5e4424eddf5443565ee07f80b3bfcd61db78eb1453b56c7c,,,,,,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,Low,0.0,0.9481,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:50+00:00,urls.xlsx,urls.xlsx,https://onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,,onlinesbi.sbi.update-rewards.xyz,onlinesbi.sbi.update-rewards.xyz,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://onlinesbi.sbi.update-rewards.xyz/ | Call log: - navigating to ""https://onlinesbi.sbi.update-rewards.xyz/"", waiting until ""domcontentloaded""",,,,7b2fe6a3fbd1ca6c1c88cba50afd8f03e03990b4bf400b2f6b68808bc1bcaa7b,,,,,,State Bank of India (SBI),onlinesbi.sbi.bank.in,0.0,Low,0.0,0.6522,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:56+00:00,urls.xlsx,urls.xlsx,https://sbi-secure-login.com,https://sbi-secure-login.com,,sbi-secure-login.com,sbi-secure-login.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sbi-secure-login.com/ | Call log: - navigating to ""https://sbi-secure-login.com/"", waiting until ""domcontentloaded""",,,,ee5cdcf06e5197c52e4cfb1674c84c1accf03b544d0b6bba801b3ffcc60ae92c,,,,,,State Bank of India (SBI),sbisecurities.in,0.0,Low,0.0,0.8353,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:13:56+00:00,urls.xlsx,urls.xlsx,https://airindiaair.com,https://airindiaair.com,https://airindiaair.com/,airindiaair.com,airindiaair.com,exact,fetched,available,,,,,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\airindiaair.com.png,11c2835a27ce4cab2ce49f5a1d939ad76ba353f048eb1b233d5a738c66b38236,90fe7df7baf1d8f1d6a63bf55e50d92c94f8a454b676055d37c7febe94975529,fb6c929bf5b43c12dda98263f9b10782700bb957bda460cd8c34e8334cdd3ecd,d0bd164eaa45d5a9daad86fe5a984c766481cb338f65307d01d0131355e97edd,,4ba3529bc3d548da4f139c36bef40e9e4f0218b9cff04464e0ba588d8941576e,Air India,airindiaexpress.com,37.8701,Low,37.8701,0.8836,1,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,weak_direct_evidence|network_corroboration,
run_20260409T170544Z,2026-04-09T18:13:56+00:00,urls.xlsx,urls.xlsx,https://sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,,sbi.co.in.login.banking-services.net,sbi.co.in.login.banking-services.net,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sbi.co.in.login.banking-services.net/234/redirect | Call log: - navigating to ""https://sbi.co.in.login.banking-services.net/234/redirect"", waiting until ""domcontentloaded""",,,,6d72e5fc45359c005fa514bd3a9cd9254bf1b1d990431113916ceae4a20dcc87,,,,,,State Bank of India (SBI),onlinesbi.sbi.bank.in,0.0,Low,0.0,0.85,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:14:18+00:00,urls.xlsx,urls.xlsx,https://icicibank.net/login,https://icicibank.net/login,,icicibank.net,icicibank.net,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://icicibank.net/login | Call log: - navigating to ""https://icicibank.net/login"", waiting until ""commit""",,,,6560a833036f98c21ce237f1d2f041034e1f980961fa2ce71e409423ba6a6724,,,,,,ICICI Bank,icici.bank.in,0.0,Low,0.0,0.9474,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T170544Z,2026-04-09T18:14:18+00:00,urls.xlsx,urls.xlsx,https://icici-bank-support.in,https://icici-bank-support.in,,icici-bank-support.in,icici-bank-support.in,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://icici-bank-support.in/ | Call log: - navigating to ""https://icici-bank-support.in/"", waiting until ""domcontentloaded""",,,,a16bc8c741939fd938662060aa5ace1ed38281f159b3e5fb4b06df4e58efe7f3,,,,,,ICICI Bank,icicilombard.com,0.0,Low,0.0,0.8222,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
