run_id,record_key,source_workbook,raw_url,normalized_url,current_stage,stage_status,stage_error_type,stage_error_message,retry_count,timeout_hit,skipped_due_to_previous_failure,fallback_taken,worker_id,stage_started_at,stage_finished_at,duration_ms,stage0_status,stage1_status,dns_stage_status,hash_stage_status,classify_stage_status,final_pipeline_status,final_decision,failure_reason,processing_time_ms,submission_record_json,last_updated_at
run_20260414T180434Z,7f312b3dcb2bd19b7bb7a8cc4dc16f29046e3d3a,dns_twist_census.xlsx,rajasthan.census.gov.in,https://rajasthan.census.gov.in,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,25b73b5d141f3cb4ade2c668c3b2dbde4edee8a2,dns_twist_census.xlsx,rajasthan.census.cn,https://rajasthan.census.cn,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,c7a28e2c5919eeeadf0f925c3d165d8f74f2979c,dns_twist_census.xlsx,rajasthan.census.com,https://rajasthan.census.com,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,0e9002214c23f05a2df8dabb8b7d8634e1fa832a,dns_twist_census.xlsx,rajasthan.census.info,https://rajasthan.census.info,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,d91ce4c2c731456c55a060424f83e04283d7a90b,dns_twist_census.xlsx,rajasthan.census.co,https://rajasthan.census.co,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,4e8c9a414a4c94155a791ff0c6007bbfaa6da087,dns_twist_census.xlsx,rajasthan.census.org,https://rajasthan.census.org,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,afa8de8cce0ef64fc6a9191f6bc17059202a382b,dns_twist_census.xlsx,dc.crsorgi.gov.in,https://dc.crsorgi.gov.in,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,32556efe62ddcfbc7f46e1ccc3495cdaf3caa73e,dns_twist_census.xlsx,dc.crsorgi.live,https://dc.crsorgi.live,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,531e57aedf45c0ad0a17aa6768af29f2051f1184,dns_twist_census.xlsx,dc.crsorgi.com,https://dc.crsorgi.com,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
run_20260414T180434Z,005029e3d7d36f7b2f262604269f965d77511715,dns_twist_census.xlsx,dc.crsorgi.site,https://dc.crsorgi.site,stage0,lexical_hit,,,0,0,0,,ray-stage0,,,0,lexical_hit,pending,pending,pending,pending,pending,,,0,,2026-04-14T18:06:26+00:00
