url,source_workbook,shortlisted_cse,shortlisted_domain,fetch_status,final_landing_url,parking_provider,parking_reason,brand_model_top1,brand_model_confidence,domain_model_top1,domain_model_confidence,model_brand_agrees_with_shortlist,model_domain_agrees_with_shortlist,model_feature_status,model_input_error,model_usable,decision_code,reason_code,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong
https://dc.crsorgi.gov.in,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,fetched,https://dc.crsorgi.gov.in/,nan,nan,NA,0.0,NA,0.0,False,False,ok,,True,ok,lexical_gate_plus_weak_direct_evidence,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dc.crsorgi.gov.in,nan,0,True,lexical_hit,4,False,False
https://dc.crsorgi.com,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,fetched,https://dc.crsorgi.com/,nan,nan,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,skipped_not_registered_domain,rdap_not_found,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dc.crsorgi.com,nan,0,True,lexical_hit,1,False,False
https://dev.crsorgi.gov.in,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,fetched,https://dev.crsorgi.gov.in/,nan,nan,NA,0.0,NA,0.0,False,False,ok,,True,ok,lexical_gate_plus_weak_direct_evidence,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dev.crsorgi.gov.in,nan,0,True,lexical_hit,4,False,False
https://dev.crsorgi.com,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,fetched,https://dev.crsorgi.com/,nan,nan,NA,0.0,Unknown,0.0,False,False,skipped_not_registered_domain,rdap_not_found,False,skipped_not_registered_domain,rdap_not_found,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dev.crsorgi.com,nan,0,True,lexical_hit,1,False,False
https://dc.crsorgi.site,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,failed,about:blank,nan,nan,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dc.crsorgi.site,nan,0,True,lexical_hit,0,False,False
https://dc.crsorgi.info,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,failed,about:blank,nan,nan,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dc.crsorgi.info,nan,0,True,lexical_hit,0,False,False
https://dev.crsorgi.site,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,failed,about:blank,nan,nan,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dev.crsorgi.site,nan,0,True,lexical_hit,0,False,False
https://dev.crsorgi.info,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,failed,about:blank,nan,nan,NA,0.0,Unknown,0.0,False,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,False,skipped_non_fetched_fetch_evidence_unavailable,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dev.crsorgi.info,nan,0,True,lexical_hit,0,False,False
https://dc.crsorgi.live,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,failed,,nan,nan,NA,0.0,NA,0.0,False,False,ok,,True,ok,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,dc.crsorgi.live,nan,0,False,dns_not_mapped_lexical_hit,0,False,False
https://dev.crsorgi.live,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,failed,,nan,nan,NA,0.0,NA,0.0,False,False,ok,,True,ok,strict_lexical_fetch_evidence_unavailable_suspected,True,0,0,0,0,0,False,dns_not_mapped_to_ip,False,False,False,0,0,dev.crsorgi.live,nan,0,False,dns_not_mapped_lexical_hit,0,False,False
