url,source_workbooks_json
airtel-merchants.club,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
airtele.xyz,"[""AIGR-S66270_Ground_Truth.xlsx""]"
paarivahan.com,"[""AIGR-S66270_Ground_Truth.xlsx""]"
airtell.ai,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
axisupi.com,"[""AIGR-S66270_Ground_Truth.xlsx""]"
uidaiaadhardownload.com,"[""AIGR-S66270_Ground_Truth.xlsx""]"
sbireward.com,"[""AIGR-S66270_Ground_Truth.xlsx""]"
airtel-zungusha.lol,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
airtelmetaverse.com,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
incometaxgov.info,"[""AIGR-S66270_Ground_Truth.xlsx"",""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
incometaxgov.org,"[""AIGR-S66270_Ground_Truth.xlsx""]"
crsor.info,"[""AIGR-S66270_Ground_Truth.xlsx""]"
onlinecasinosmac.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
axispaving.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
sixirss.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
panbe.online,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloud9thc.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloud-myapple.net,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
buildaion.site,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
aisimps.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
airwaterclub.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
air-teo.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
55ac.link,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloud-therapist.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
reyit.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homegrowncigars.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudlinesupplyco.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
onlinesend.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
indorsing.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
aionline.run,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homeloanstroy.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cannatanks.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
iisri.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
rebslist.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
apowerindia.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
industriedecor.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudnomix.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
aristelli.ru,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homelabserver.management,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
shbivz.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
crsar.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
iamrindia.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homeandclosetspark.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
nchian.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
comet.casa,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
home-cooks.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
aimlindia.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
onlinefiscal.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
kfteach.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudscrambler.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
onlinehypnosistherapy.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homely-nl.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
ecmair.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
onlinebbva.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
rebirthrebuildllc.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
lloud.blog,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
home-heloc-loan-apply.click,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
indianalifecoach.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudtransact.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
isgroup.space,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudpanther.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
gogicloud.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
online0n.top,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudterminal.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
indianocorp.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
onlineaiturbo.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudygoggle.cloud,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudassured.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
incometaxvaluer.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
jiohello.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
onlinefruitshop.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
taxistv.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudsafeco.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
reybat.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
mydnaview.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudprogramming.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homecookin.app,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
ecamif.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
bankorb.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
xnhau.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
sacherix.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
idahi.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudbyasseco.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
sac-kuru.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
idfconcert.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
hometeamnb.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homeeasesc.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudfame.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
sodach.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
aihotel.us,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
indufroid.site,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
robvip.pro,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudlney.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
nchian.cyou,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
akscloud.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
airegulus.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
aimaas.solutions,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudevolved.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
retailpayment.io,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
authwiki.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudhisting.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
nrs.world,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudtechmarketplace.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudmailexperts.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
rbaiyi.top,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
panbe.sbs,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
nchian.top,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
saicos.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudcuts.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homacreations.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
on1ine.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
onlinecasinoidealbetalen.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
income-algorithm.fun,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
hdicfl.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
rbiindex.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
nhacc.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
jini09.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudstring.io,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homecolonies.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
parivartangroup.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
jiongzhu.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
aisexes.fun,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloud705.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
airateb.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudforge-labs.uk,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
bankofpoop.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
senda.coffee,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
coastlinefi.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
authmatic.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
clouddollar.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
israelpost.cfd,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
industri.design,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
casinolynx.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
clouddivisionstore.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
parkvistaband.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudstaked.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudcollectibles.xyz,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
esciri.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
mybi.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
online-mietshop.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudmints.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudyreason.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
bankofcardiff.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
rebirthday.jp,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
clouddoggos.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
rebet88.live,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
mydavid.cloud,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudhive.studio,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
onlinecrsahiper.cfd,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
sancsj.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
homemaxshop.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudedic.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
carsonlin.dev,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloud-safe.click,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
inducify.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
intraindia.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cankaratas.art,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cloudfibr.com,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
cafarafan.life,"[""PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx""]"
