run_id,record_key,source_workbook,normalized_url,stage_name,attempt_index,worker_id,started_at,finished_at,duration_ms,status,error_type,error_message,retry_count,timeout_flag,fallback_taken
stage0_bias_check,13ecc801ddd6cfbbf3a63afc37d81e009e16167d,stage0_bias_check_input.csv,https://sbirewardlogin-zzxq.com,dns_gate,1,dns-gate,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,registration_passthrough,dns_gate_no_answer,no A/AAAA answers for sbirewardlogin-zzxq.com,0,0,
stage0_bias_check,5ac66af9166a6265dec08170013ad16af3b39d1b,stage0_bias_check_input.csv,https://airtel-secure-pay-zzxq.com,dns_gate,1,dns-gate,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,registration_passthrough,dns_gate_no_answer,no A/AAAA answers for airtel-secure-pay-zzxq.com,0,0,
stage0_bias_check,98373981c4d9cd4e513401ec6e2fb8997c80f779,stage0_bias_check_input.csv,https://axisupi-login-zzxq.com,dns_gate,1,dns-gate,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,registration_passthrough,dns_gate_no_answer,no A/AAAA answers for axisupi-login-zzxq.com,0,0,
stage0_bias_check,d09b7c926f1d8e4b621e3ef700ff25b2218b001a,stage0_bias_check_input.csv,https://crsorgi-login-zzxq.com,dns_gate,1,dns-gate,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,registration_passthrough,dns_gate_no_answer,no A/AAAA answers for crsorgi-login-zzxq.com,0,0,
stage0_bias_check,d627391715df8f3cd3cd65e1b231bb4ddf542b25,stage0_bias_check_input.csv,https://uidai-service-gov-zzxq.com,dns_gate,1,dns-gate,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,registration_passthrough,dns_gate_no_answer,no A/AAAA answers for uidai-service-gov-zzxq.com,0,0,
stage0_bias_check,f8d9259ade76680747ee803249499b4839cc2eab,stage0_bias_check_input.csv,https://icici-bank-secure-zzxq.com,dns_gate,1,dns-gate,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,registration_passthrough,dns_gate_no_answer,no A/AAAA answers for icici-bank-secure-zzxq.com,0,0,
stage0_bias_check,13ecc801ddd6cfbbf3a63afc37d81e009e16167d,stage0_bias_check_input.csv,https://sbirewardlogin-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,lexical_hit,,,0,0,
stage0_bias_check,4039ed39d4f854b02aef725fbe28d32711d4599d,stage0_bias_check_input.csv,https://home-loans-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,filtered_lexical_miss,,,0,0,
stage0_bias_check,43d8eaacb4e6036a8f6b735c5da86f3ed7df4d60,stage0_bias_check_input.csv,https://5208is-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,filtered_lexical_miss,,,0,0,
stage0_bias_check,4b57320f3def665cb94ed927b4daceafff8538d2,stage0_bias_check_input.csv,https://4csonline-zzxq.digital,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,filtered_lexical_miss,,,0,0,
stage0_bias_check,5ac66af9166a6265dec08170013ad16af3b39d1b,stage0_bias_check_input.csv,https://airtel-secure-pay-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,lexical_hit,,,0,0,
stage0_bias_check,908eef048307c435a1a2f250d4839276748605c9,stage0_bias_check_input.csv,https://axis-network-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,filtered_lexical_miss,,,0,0,
stage0_bias_check,98373981c4d9cd4e513401ec6e2fb8997c80f779,stage0_bias_check_input.csv,https://axisupi-login-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,lexical_hit,,,0,0,
stage0_bias_check,a6807841414d7e7f76c73724404815498d091700,stage0_bias_check_input.csv,https://art-axis-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,filtered_lexical_miss,,,0,0,
stage0_bias_check,c151443a2087829b10e0f8ae611680f074066638,stage0_bias_check_input.csv,https://nickps-zzxq.net,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,filtered_lexical_miss,,,0,0,
stage0_bias_check,d09b7c926f1d8e4b621e3ef700ff25b2218b001a,stage0_bias_check_input.csv,https://crsorgi-login-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,lexical_hit,,,0,0,
stage0_bias_check,d627391715df8f3cd3cd65e1b231bb4ddf542b25,stage0_bias_check_input.csv,https://uidai-service-gov-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,lexical_hit,,,0,0,
stage0_bias_check,f8d9259ade76680747ee803249499b4839cc2eab,stage0_bias_check_input.csv,https://icici-bank-secure-zzxq.com,stage0,1,stage0-lexical,2026-04-25T05:37:48+00:00,2026-04-25T05:37:48+00:00,0,lexical_hit,,,0,0,
