Application_ID,Source of detection,Identified Phishing/Suspected Domain Name,Corresponding CSE Domain Name,Critical Sector Entity Name,Phishing/Suspected Domains (i.e. Class Label),Domain Registration Date,Registrar Name,Registrant Name or Registrant Organisation,Registrant Country,Name Servers,Hosting IP,Hosting ISP,Hosting Country,DNS Records (if any),Evidence file name,Date of detection (DD-MM-YYYY),Time of detection (HH-MM-SS),Date of Post (If detection is from Source: social media),Remarks
ISS_NLP,Social Media,https://airindiaair.com,airindiaexpress.com,Air India,Phishing,2026-02-26T10:32:53Z,"Sav.com, LLC",NA,NA,NS1.BEGET.COM;NS1.BEGET.PRO;NS2.BEGET.COM;NS2.BEGET.PRO,87.236.16.28,Beget LLC,RU,A:87.236.16.28;NS:ns2.beget.pro.;NS:ns2.beget.com.;NS:ns1.beget.pro.;NS:ns1.beget.com.;MX:20 mx2.beget.com.;MX:10 mx1.beget.com.,PS-02_ISS_NLP_Evidences\Air_airindiaair.com_1.pdf,14-04-2026,15:39:28,NA,weak_or_single_signal_match; NA values are due to privacy issues.
ISS_NLP,Telecom,https://airtel-merchants.club,airtel.in,Airtel,Suspected,2026-02-14T11:45:51Z,"GoDaddy.com, LLC",,NA,ns71.domaincontrol.com;ns72.domaincontrol.com,NA,NA,NA,NA,NA,14-04-2026,15:39:44,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Telecom,https://airtele.xyz,airtel.in,Airtel,Suspected,2025-02-20T07:03:12.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns1.gm111.parklogic.com;ns2.gm111.parklogic.com,NA,NA,NA,NA,NA,14-04-2026,15:39:45,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Telecom,https://airtell.ai,airtel.in,Airtel,Suspected,2026-02-19T22:55:16.755Z,"GoDaddy.com, LLC",Registration Private,NA,ns67.domaincontrol.com;ns68.domaincontrol.com,3.33.130.190,AMAZON-02,US,A:15.197.148.33;A:3.33.130.190;NS:ns68.domaincontrol.com.;NS:ns67.domaincontrol.com.,NA,14-04-2026,15:39:31,NA,weak_or_single_signal_match; NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://axisupi.com,axismf.com,Axis Bank,Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-2026,15:39:34,NA,weak_or_single_signal_match; NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://icici-bank-support.in,icicilombard.com,ICICI Bank,Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-2026,15:39:40,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Banking/Financial,https://icicibank.net/login,icici.bank.in,ICICI Bank,Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-2026,15:39:34,NA,weak_or_single_signal_match; NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://onlinesbi.sbi.update-rewards.xyz,onlinesbi.sbi.bank.in,State Bank of India (SBI),Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-2026,15:39:36,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Government,https://paarivahan.com,parivahan.gov.in,parivahan sewa,Suspected,2023-02-18T17:00:39Z,"Spaceship, Inc.",NA,NA,LAUNCH1.SPACESHIP.NET;LAUNCH2.SPACESHIP.NET,NA,NA,NA,NA,NA,14-04-2026,15:39:46,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Banking/Financial,https://sbi-secure-login.com,sbisecurities.in,State Bank of India (SBI),Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-2026,15:39:39,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Banking/Financial,https://sbi.co.in.login.banking-services.net/234/redirect,onlinesbi.sbi.bank.in,State Bank of India (SBI),Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-2026,15:39:39,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Banking/Financial,https://sbi.com-kyc.net/login,sbi.bank.in,State Bank of India (SBI),Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-2026,15:39:34,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Banking/Financial,https://sbireward.com,sbicard.com,State Bank of India (SBI),Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-2026,15:39:46,NA,not_mapped_to_ip; webpage rendering skipped because the domain did not resolve to an active IP.
ISS_NLP,Government,https://uidaiaadhardownload.com,uidai.gov.in,"Unique Identification Authority of India (UIDAI)
",Phishing,2026-02-22T14:32:02Z,"HOSTINGER operations, UAB",NA,NA,NS1.DNS-PARKING.COM;NS2.DNS-PARKING.COM,147.79.69.246,Hostinger International Limited,FR,A:147.79.69.246;A:88.222.243.28;NS:ns2.dns-parking.com.;NS:ns1.dns-parking.com.,PS-02_ISS_NLP_Evidences\UIDAI_uidaiaadhardownload.com_3.pdf,14-04-2026,15:39:34,NA,weak_or_single_signal_match; NA values are due to privacy issues.
