run_id,emitted_at,stage,substage,event_kind,status,worker_id,record_key,stage_elapsed_ms,interval_ms,items_total,items_completed,items_failed,items_skipped,items_pending,queue_depth,inflight,rate_per_sec,avg_latency_ms,max_latency_ms,cpu_percent,process_cpu_percent,rss_mb,ram_percent,used_cpu_cores,available_cpu_cores,bottleneck,message,details_json
stage0_bias_check,2026-04-25T05:37:43+00:00,run,,run_start,running,,,,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,lexical_hit,stage0-lexical,5ac66af9166a6265dec08170013ad16af3b39d1b,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,lexical_hit,stage0-lexical,98373981c4d9cd4e513401ec6e2fb8997c80f779,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,lexical_hit,stage0-lexical,13ecc801ddd6cfbbf3a63afc37d81e009e16167d,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,lexical_hit,stage0-lexical,f8d9259ade76680747ee803249499b4839cc2eab,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,lexical_hit,stage0-lexical,d09b7c926f1d8e4b621e3ef700ff25b2218b001a,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,lexical_hit,stage0-lexical,d627391715df8f3cd3cd65e1b231bb4ddf542b25,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,filtered_lexical_miss,stage0-lexical,43d8eaacb4e6036a8f6b735c5da86f3ed7df4d60,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,filtered_lexical_miss,stage0-lexical,a6807841414d7e7f76c73724404815498d091700,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,filtered_lexical_miss,stage0-lexical,908eef048307c435a1a2f250d4839276748605c9,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,filtered_lexical_miss,stage0-lexical,4039ed39d4f854b02aef725fbe28d32711d4599d,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,filtered_lexical_miss,stage0-lexical,c151443a2087829b10e0f8ae611680f074066638,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,stage0,,progress,filtered_lexical_miss,stage0-lexical,4b57320f3def665cb94ed927b4daceafff8538d2,0,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,dns_gate,,progress,registration_passthrough,dns-gate,5ac66af9166a6265dec08170013ad16af3b39d1b,0,,,,,,,,,,,,,,,,,,,no A/AAAA answers for airtel-secure-pay-zzxq.com,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,dns_gate,,progress,registration_passthrough,dns-gate,98373981c4d9cd4e513401ec6e2fb8997c80f779,0,,,,,,,,,,,,,,,,,,,no A/AAAA answers for axisupi-login-zzxq.com,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,dns_gate,,progress,registration_passthrough,dns-gate,13ecc801ddd6cfbbf3a63afc37d81e009e16167d,0,,,,,,,,,,,,,,,,,,,no A/AAAA answers for sbirewardlogin-zzxq.com,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,dns_gate,,progress,registration_passthrough,dns-gate,f8d9259ade76680747ee803249499b4839cc2eab,0,,,,,,,,,,,,,,,,,,,no A/AAAA answers for icici-bank-secure-zzxq.com,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,dns_gate,,progress,registration_passthrough,dns-gate,d09b7c926f1d8e4b621e3ef700ff25b2218b001a,0,,,,,,,,,,,,,,,,,,,no A/AAAA answers for crsorgi-login-zzxq.com,{}
stage0_bias_check,2026-04-25T05:37:48+00:00,dns_gate,,progress,registration_passthrough,dns-gate,d627391715df8f3cd3cd65e1b231bb4ddf542b25,0,,,,,,,,,,,,,,,,,,,no A/AAAA answers for uidai-service-gov-zzxq.com,{}
stage0_bias_check,2026-04-25T05:38:39+00:00,run,,run_end,completed,,,,,,,,,,,,,,,,,,,,,,,{}
stage0_bias_check,2026-04-25T05:38:56+00:00,run,,run_end,failed,,,,,,,,,,,,,,,,,,,,,,[Errno 13] Permission denied: 'C:\\Users\\sathwik.kusuri\\Documents\\phishing_ml\\output\\checkpoints.csv.19724.24884.11.tmp',{}
