run_id,emitted_at,stage,substage,event_kind,status,worker_id,record_key,stage_elapsed_ms,interval_ms,items_total,items_completed,items_failed,items_skipped,items_pending,queue_depth,inflight,rate_per_sec,avg_latency_ms,max_latency_ms,cpu_percent,process_cpu_percent,rss_mb,ram_percent,used_cpu_cores,available_cpu_cores,bottleneck,message,details_json
run_20260423T173127Z,2026-04-23T17:31:47+00:00,run,,run_start,running,,,,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:47+00:00,shortlist,shortlist,progress,,,,,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,58f973722ac9f3dfbe807a8dd073f5671e64269c,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,7db73c1c54beb7c440033aa702f193f941c86fee,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,lexical_hit,ray-stage0,36ed70408ee68c177a70848ad1bf06387c18dd4f,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,f4349477afdbab97149d3bb508425c0bb72f87ee,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,90c59a6e39cf04a7e14b0fc1831ff848b948bb94,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,lexical_hit,ray-stage0,4c309c7f42d3b592f0f47b7560e5c0b996578603,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,f96eaef8a4f9c8b869df0825913b8f5e2a52cf5f,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,05d8f4e7971b2965b9bbc272065fed91c4d0765c,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,a53a073432674628ee486926fd3453abf4bc1fd2,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,lexical_hit,ray-stage0,8568c1bf1f79d75cd82a36a123f0875263f0956a,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,8794e6112ab653bc52965995b6c526294a729997,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,lexical_hit,ray-stage0,0a92c0f7c382255d94dc1a797c4d82ccfd669cb6,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,lexical_hit,ray-stage0,97f1814655e5b3cfde11c83c2c59bc547492bb24,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,c9c5041a6302af57f40f77bd074e275e24748939,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,7ce544995896b135b18e660a90ba0ecf4ce56d0d,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,lexical_hit,ray-stage0,58d17ef0145d4003b8ca0e1fc14d5f40c67f1e31,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,bf5d00ebad7631f7532ca7482f19ae501b3ee8ba,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,lexical_hit,ray-stage0,bfa8879081a03b40348b225028437fb342034976,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,98ed2aeb25bd84e29c9bd2b157147c74164ff09d,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,68925940a81ddf48463e2049c40a78e9d60e8b3c,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,9ca0cea5a47cc0c0a58910ca9bf18cba203c2387,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,lexical_hit,ray-stage0,99d8f68aa0d351fb864ca76030e6376dc66e02bf,0,,,,,,,,,,,,,,,,,,,,{}
run_20260423T173127Z,2026-04-23T17:31:52+00:00,stage0,,progress,filtered_lexical_miss,ray-stage0,7dbe416385f19309af2433e026dbe85a7e5cf2f7,0,,,,,,,,,,,,,,,,,,,,{}
