run_id,emitted_at,stage,substage,event_kind,status,worker_id,record_key,stage_elapsed_ms,interval_ms,items_total,items_completed,items_failed,items_skipped,items_pending,queue_depth,inflight,rate_per_sec,avg_latency_ms,max_latency_ms,cpu_percent,process_cpu_percent,rss_mb,ram_percent,used_cpu_cores,available_cpu_cores,bottleneck,message,details_json
run_20260424T151533Z,2026-04-24T15:15:33+00:00,run,,run_start,running,,,,,,,,,,,,,,,,,,,,,,,{}
run_20260424T151533Z,2026-04-24T15:16:03+00:00,run,,run_end,failed,,,,,,,,,,,,,,,,,,,,,,No module named 'phishing_pipeline.comparison',{}
run_20260424T151533Z,2026-04-24T15:21:39+00:00,run,,run_start,running,,,,,,,,,,,,,,,,,,,,,,,{}
run_20260424T151533Z,2026-04-24T15:21:41+00:00,classify,classify,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""classify_actors"": 1, ""controller"": {""action"": ""init"", ""available_cpu"": 0.0, ""checkpoint_pending_rows"": 0, ""classify_inflight_cap"": 1, ""classify_inflight_floor"": 1, ""classify_live_inflight"": 1, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.0, ""enabled"": true, ""event_loop_lag_ms"": 0.0, ""healthy_streak"": 0, ""progress_completed"": 0, ""reason"": ""startup"", ""target_cpu_utilization"": 0.82}, ""failed"": 0, ""flagged"": 0, ""inflight"": 1, ""ocr"": {}, ""review"": 0}"
run_20260424T151533Z,2026-04-24T15:21:46+00:00,classify,classify,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""classify_actors"": 1, ""controller"": {""action"": ""hold"", ""available_cpu"": 6.0, ""checkpoint_pending_rows"": 94, ""classify_inflight_cap"": 1, ""classify_inflight_floor"": 1, ""classify_live_inflight"": 1, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.25, ""enabled"": true, ""event_loop_lag_ms"": 11.623, ""healthy_streak"": 0, ""progress_completed"": 0, ""reason"": ""steady"", ""target_cpu_utilization"": 0.82}, ""failed"": 0, ""flagged"": 0, ""inflight"": 1, ""ocr"": {""batches_processed"": 0, ""items_processed"": 0, ""last_batch_size"": 0, ""queue_depth"": 0, ""ready"": false}, ""review"": 0}"
run_20260424T151533Z,2026-04-24T15:21:51+00:00,classify,classify,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""classify_actors"": 1, ""controller"": {""action"": ""hold"", ""available_cpu"": 6.0, ""checkpoint_pending_rows"": 96, ""classify_inflight_cap"": 1, ""classify_inflight_floor"": 1, ""classify_live_inflight"": 1, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.25, ""enabled"": true, ""event_loop_lag_ms"": 0.0, ""healthy_streak"": 0, ""progress_completed"": 0, ""reason"": ""steady"", ""target_cpu_utilization"": 0.82}, ""failed"": 0, ""flagged"": 0, ""inflight"": 1, ""ocr"": {""batches_processed"": 0, ""items_processed"": 0, ""last_batch_size"": 0, ""queue_depth"": 0, ""ready"": false}, ""review"": 0}"
run_20260424T151533Z,2026-04-24T15:21:56+00:00,classify,classify,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""classify_actors"": 1, ""controller"": {""action"": ""hold"", ""available_cpu"": 6.0, ""checkpoint_pending_rows"": 95, ""classify_inflight_cap"": 1, ""classify_inflight_floor"": 1, ""classify_live_inflight"": 1, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.25, ""enabled"": true, ""event_loop_lag_ms"": 17.03, ""healthy_streak"": 0, ""progress_completed"": 0, ""reason"": ""steady"", ""target_cpu_utilization"": 0.82}, ""failed"": 0, ""flagged"": 0, ""inflight"": 1, ""ocr"": {""batches_processed"": 0, ""items_processed"": 0, ""last_batch_size"": 0, ""queue_depth"": 0, ""ready"": false}, ""review"": 0}"
run_20260424T151533Z,2026-04-24T15:22:01+00:00,classify,classify,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""classify_actors"": 1, ""controller"": {""action"": ""hold"", ""available_cpu"": 6.0, ""checkpoint_pending_rows"": 97, ""classify_inflight_cap"": 1, ""classify_inflight_floor"": 1, ""classify_live_inflight"": 1, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.25, ""enabled"": true, ""event_loop_lag_ms"": 22.548, ""healthy_streak"": 0, ""progress_completed"": 0, ""reason"": ""steady"", ""target_cpu_utilization"": 0.82}, ""failed"": 0, ""flagged"": 0, ""inflight"": 1, ""ocr"": {""batches_processed"": 0, ""items_processed"": 0, ""last_batch_size"": 0, ""queue_depth"": 0, ""ready"": false}, ""review"": 0}"
run_20260424T151533Z,2026-04-24T15:22:06+00:00,classify,classify,progress,,,,,,,,,,,,,,,,,,,,,,,,"{""classify_actors"": 1, ""controller"": {""action"": ""hold"", ""available_cpu"": 6.0, ""checkpoint_pending_rows"": 97, ""classify_inflight_cap"": 1, ""classify_inflight_floor"": 1, ""classify_live_inflight"": 1, ""cpu_headroom_cores"": 6, ""cpu_utilization"": 0.25, ""enabled"": true, ""event_loop_lag_ms"": 26.135, ""healthy_streak"": 0, ""progress_completed"": 0, ""reason"": ""steady"", ""target_cpu_utilization"": 0.82}, ""failed"": 0, ""flagged"": 0, ""inflight"": 1, ""ocr"": {""batches_processed"": 0, ""items_processed"": 0, ""last_batch_size"": 0, ""queue_depth"": 0, ""ready"": false}, ""review"": 0}"
run_20260424T151533Z,2026-04-24T15:19:38+00:00,run,,run_start,running,,,,,,,,,,,,,,,,,,,,,,,{}
