run_id,hashed_at_utc,source_workbook,export_workbook,raw_url,normalized_url,final_landing_url,domain,final_domain,hash_mode,fetch_status,visual_status,fetch_error_type,fetch_error_detail,parking_provider,parking_reason,screenshot_path,target_url_sha256,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,best_entity,best_matching_domain,hash_score,confidence_band,score_margin,lexical_score,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,hash_anchor,admission_path,review_reason
run_20260409T090716Z,2026-04-09T09:07:51+00:00,AIGR-S66270_Ground_Truth.xlsx|PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx|urls.xlsx,urls.xlsx,https://airtel-merchants.club,https://airtel-merchants.club,,airtel-merchants.club,airtel-merchants.club,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://airtel-merchants.club/ | Call log: - navigating to ""https://airtel-merchants.club/"", waiting until ""domcontentloaded""",,,,024bce4539d644727d55eb7ba57e33711e7613a88120094d62b280b5be71af14,,,,,,Airtel,airtel.in,0.0,Low,0.0,0.875,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:51+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://airtele.xyz,https://airtele.xyz,,airtele.xyz,airtele.xyz,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://airtele.xyz/ | Call log: - navigating to ""https://airtele.xyz/"", waiting until ""domcontentloaded""",,,,91ae79b2324d64ef201f6c15923fefc9fbb914afeee2b6e1c771776d40484eca,,,,,,Airtel,airtel.in,0.0,Low,0.0,0.9714,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:51+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://paarivahan.com,https://paarivahan.com,,paarivahan.com,paarivahan.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://paarivahan.com/ | Call log: - navigating to ""https://paarivahan.com/"", waiting until ""domcontentloaded""",,,,25e91e15ed103ba26dd2995e7b8f910d1f44653fd5578813e181bd5c49958832,,,,,,parivahan sewa,parivahan.gov.in,0.0,Low,0.0,0.9474,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:51+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://sbireward.com,https://sbireward.com,,sbireward.com,sbireward.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sbireward.com/ | Call log: - navigating to ""https://sbireward.com/"", waiting until ""domcontentloaded""",,,,551ce8debfba01c35dac092da94e39934aeee3a84573b376d3353a4a4b98d07c,,,,,,State Bank of India (SBI),sbicard.com,0.0,Low,0.0,0.85,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:51+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://uidaiaadhardownload.com,https://uidaiaadhardownload.com,,uidaiaadhardownload.com,uidaiaadhardownload.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_INSUFFICIENT_RESOURCES at https://uidaiaadhardownload.com/ | Call log: - navigating to ""https://uidaiaadhardownload.com/"", waiting until ""domcontentloaded""",,,,3d600c49338f974223f09d4033a746e0fcea68bc3b5a90df01fb31ddada2997d,,,,,,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,Low,0.0,0.8526,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:07:56+00:00,AIGR-S66270_Ground_Truth.xlsx|PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx|urls.xlsx,urls.xlsx,https://airtell.ai,https://airtell.ai,,airtell.ai,airtell.ai,exact,failed,not_attempted,navigation_transient_browser_error,"Page.goto: Target page, context or browser has been closed | Call log: - navigating to ""https://airtell.ai/"", waiting until ""commit""",,,,3f369f17116fd0be14dcf3e991285c626e0ea4399bf912bc0f7b444b24d9ccd2,,,,,,Airtel,airtel.in,0.0,Low,0.0,0.9714,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:08:03+00:00,AIGR-S66270_Ground_Truth.xlsx|urls.xlsx,urls.xlsx,https://axisupi.com,https://axisupi.com,,axisupi.com,axisupi.com,exact,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://axisupi.com/ | Call log: - navigating to ""https://axisupi.com/"", waiting until ""commit""",,,,54a7492398ec6e757b4379f199b5168e01aa0730084492c31067ba3ce9d186d1,,,,,,Axis Bank,axismf.com,0.0,Low,0.0,0.8476,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:08:22+00:00,urls.xlsx,urls.xlsx,https://icici-bank-support.in,https://icici-bank-support.in,,icici-bank-support.in,icici-bank-support.in,exact,failed,not_attempted,navigation_transient_browser_error,"BrowserContext.new_page: Target page, context or browser has been closed",,,,a16bc8c741939fd938662060aa5ace1ed38281f159b3e5fb4b06df4e58efe7f3,,,,,,ICICI Bank,icicilombard.com,0.0,Low,0.0,0.8222,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:08:22+00:00,urls.xlsx,urls.xlsx,https://pnb-india.in,https://pnb-india.in,,pnb-india.in,pnb-india.in,exact,failed,not_attempted,navigation_transient_browser_error,"BrowserContext.new_page: Target page, context or browser has been closed",,,,430009ad5b7271d949c5e4bd77965c687893b51954cdcedeff4046793fcdf7ef,,,,,,Punjab National Bank (PNB),pnbindia.in,0.0,Low,0.0,0.9741,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
run_20260409T090716Z,2026-04-09T09:08:22+00:00,urls.xlsx,urls.xlsx,https://pnblndia.in,https://pnblndia.in,,pnblndia.in,pnblndia.in,exact,failed,not_attempted,navigation_transient_browser_error,"BrowserContext.new_page: Target page, context or browser has been closed",,,,7aaf6cf649ac8002fe2ba620e8d41f0e2f5db11e2a9ba801a5fe42f25c5f8810,,,,,,Punjab National Bank (PNB),pnbindia.in,0.0,Low,0.0,0.9083,0,False,False,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,False,False,,
